activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749421809.772688,1
aggregation,,False,,,1,GossipAvg,1749421838.647144,
aggregation,,True,,,1,GossipAvg,1749421838.6471627,
aggregation,,False,,,1,GossipAvg,1749421838.647173,
model_update,,,,2.5672571247104785,1,,1749421840.1524198,
local_training,,,{},,2,,1749421840.6422784,1
aggregation,,False,,,2,GossipAvg,1749421860.7018476,
aggregation,,True,,,2,GossipAvg,1749421860.7018678,
aggregation,,False,,,2,GossipAvg,1749421860.7018764,
model_update,,,,2.7144060577956486,2,,1749421861.7894013,
local_training,,,{},,3,,1749421862.293065,1
aggregation,,False,,,3,GossipAvg,1749421881.9438453,
aggregation,,True,,,3,GossipAvg,1749421881.943858,
aggregation,,False,,,3,GossipAvg,1749421881.9438653,
model_update,,,,2.716637247925271,3,,1749421883.0525346,
