node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.973,critical,10000
1,clinic_001,5000,tier_2,64,GDPR,8,128,tier2_hospital,0.966,high,10000
2,research_center_002,10000,tier_3,64,GDPR,32,512,research_center,0.993,standard,100000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,1,64,mobile_unit,0.773,high,2000
4,edge_device_004,500,tier_2,4,GDPR,1,8,edge_device,0.896,critical,500
5,hospital_005,10000,tier_1,128,HIPAA,8,256,tier1_hospital,0.969,high,50000
6,clinic_006,2000,tier_2,32,local,8,256,tier2_hospital,0.955,high,20000
7,research_center_007,10000,tier_3,128,PIPEDA,8,256,research_center,0.993,high,50000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.862,standard,2000
9,edge_device_009,100,tier_2,2,HIPAA,1,32,edge_device,0.788,critical,2000
