edge,weight
0-1,5153.14
0-2,916.9
0-3,98.41
0-4,583.47
0-5,1744.65
0-6,2103.25
0-7,1009.88
0-8,1970.35
0-9,523.25
1-2,95.35
1-3,1036.12
1-4,1707.47
1-5,444.09
1-6,504.2
1-7,81.63
1-8,105.43
1-9,1656.69
2-3,1712.53
2-4,591.31
2-5,81.84
2-6,5937.91
2-7,1819.08
2-8,88.39
2-9,112.88
3-4,1169.44
3-5,5839.58
3-6,563.77
3-7,95.23
3-8,552.93
3-9,4173.68
4-5,98.67
4-6,102.36
4-7,421.44
4-8,944.58
4-9,549.03
5-6,5337.77
5-7,489.03
5-8,5710.32
5-9,877.63
6-7,118.62
6-8,90.32
6-9,91.12
7-8,572.47
7-9,5695.8
8-9,428.67
