node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,16,256,tier1_hospital,0.994,standard,50000
1,clinic_001,1000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.902,standard,5000
2,research_center_002,20000,tier_3,256,GDPR,16,512,research_center,0.985,high,100000
3,mobile_unit_003,1000,tier_1,16,GDPR,1,16,mobile_unit,0.832,high,1000
4,edge_device_004,100,tier_2,4,HIPAA,0,16,edge_device,0.888,high,500
5,hospital_005,10000,tier_1,64,HIPAA,8,256,tier1_hospital,0.975,critical,10000
6,clinic_006,2000,tier_2,16,HIPAA,8,128,tier2_hospital,0.972,standard,20000
7,research_center_007,20000,tier_3,64,local,8,1024,research_center,0.986,critical,100000
8,mobile_unit_008,1000,tier_1,16,GDPR,2,32,mobile_unit,0.802,standard,5000
9,edge_device_009,50,tier_2,2,GDPR,1,32,edge_device,0.842,critical,1000
10,hospital_010,10000,tier_1,128,local,8,512,tier1_hospital,0.99,high,10000
11,clinic_011,2000,tier_2,64,GDPR,2,64,tier2_hospital,0.928,standard,5000
12,research_center_012,20000,tier_3,256,local,32,512,research_center,0.984,critical,20000
13,mobile_unit_013,100,tier_1,16,local,1,32,mobile_unit,0.83,critical,5000
14,edge_device_014,50,tier_2,4,local,0,32,edge_device,0.758,high,2000
15,hospital_015,5000,tier_1,64,PIPEDA,16,512,tier1_hospital,0.987,critical,20000
16,clinic_016,1000,tier_2,64,HIPAA,2,64,tier2_hospital,0.904,standard,10000
17,research_center_017,5000,tier_3,64,HIPAA,32,256,research_center,0.982,high,50000
18,mobile_unit_018,100,tier_1,8,GDPR,1,64,mobile_unit,0.842,high,5000
19,edge_device_019,100,tier_2,8,GDPR,0,16,edge_device,0.756,high,2000
20,hospital_020,2000,tier_1,128,PIPEDA,16,128,tier1_hospital,0.999,high,10000
21,clinic_021,5000,tier_2,64,local,4,128,tier2_hospital,0.921,standard,10000
22,research_center_022,10000,tier_3,128,HIPAA,32,1024,research_center,0.985,critical,20000
23,mobile_unit_023,500,tier_1,4,HIPAA,1,64,mobile_unit,0.849,standard,5000
24,edge_device_024,100,tier_2,8,GDPR,0,16,edge_device,0.71,critical,2000
