node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,16,512,tier1_hospital,0.951,high,10000
1,clinic_001,2000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.918,high,10000
2,research_center_002,5000,tier_3,256,HIPAA,32,512,research_center,0.982,critical,50000
3,mobile_unit_003,100,tier_1,8,HIPAA,1,64,mobile_unit,0.777,critical,2000
4,edge_device_004,50,tier_2,8,local,1,16,edge_device,0.791,critical,2000
5,hospital_005,10000,tier_1,128,local,16,512,tier1_hospital,0.996,standard,50000
6,clinic_006,1000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.973,critical,10000
7,research_center_007,10000,tier_3,64,PIPEDA,8,1024,research_center,0.993,critical,20000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.835,high,5000
9,edge_device_009,100,tier_2,8,PIPEDA,0,8,edge_device,0.856,standard,500
10,hospital_010,5000,tier_1,32,local,8,512,tier1_hospital,0.993,standard,50000
11,clinic_011,2000,tier_2,32,GDPR,8,128,tier2_hospital,0.952,high,10000
12,research_center_012,5000,tier_3,128,PIPEDA,32,1024,research_center,0.993,standard,50000
13,mobile_unit_013,500,tier_1,8,local,1,32,mobile_unit,0.75,critical,1000
14,edge_device_014,100,tier_2,2,GDPR,1,16,edge_device,0.701,standard,1000
