node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,ISO27001,radiology,1952,research_grant,mayo_clinic,tier1_hospital,3651
1,local,SOC2,oncology,1960,public,johns_hopkins,tier2_hospital,2003
2,international,SOC2,cardiology,1977,private,stanford_med,research_center,255
3,national,ISO27001,neurology,1951,private,mass_general,mobile_unit,577
4,local,SOC2,pathology,1972,mixed,ucla_health,edge_device,4420
5,local,FedRAMP,radiology,1968,private,mayo_clinic,tier1_hospital,2993
6,international,SOC2,oncology,2008,mixed,johns_hopkins,tier2_hospital,1527
7,national,ISO27001,cardiology,2020,mixed,stanford_med,research_center,4840
8,regional,ISO27001,neurology,1950,mixed,mass_general,mobile_unit,4818
9,local,FedRAMP,pathology,1992,research_grant,ucla_health,edge_device,4375
