node_id,latitude,longitude
0,44.017269,-92.488545
1,39.24212,-76.66203
2,37.409354,-122.10594
3,42.38052,-71.099232
4,34.077112,-118.202275
5,51.494484,-0.141011
6,48.900414,2.303017
7,35.63913,139.630729
8,1.359035,103.829021
9,-33.879617,151.186264
10,43.973905,-92.487612
11,39.25911,-76.597068
12,37.460342,-122.148773
13,42.403147,-71.074855
14,34.06145,-118.245829
15,51.508461,-0.132686
16,48.868476,2.332644
17,35.708851,139.618498
18,1.306033,103.829356
19,-33.884734,151.172594
