node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,16,128,tier1_hospital,0.957,high,10000
1,clinic_001,2000,tier_2,64,GDPR,2,256,tier2_hospital,0.967,standard,10000
2,research_center_002,10000,tier_3,64,PIPEDA,32,1024,research_center,0.997,high,20000
3,mobile_unit_003,500,tier_1,16,HIPAA,2,16,mobile_unit,0.806,high,2000
4,edge_device_004,50,tier_2,2,HIPAA,0,16,edge_device,0.883,critical,500
5,hospital_005,5000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.983,high,20000
6,clinic_006,1000,tier_2,32,local,2,256,tier2_hospital,0.905,critical,5000
7,research_center_007,5000,tier_3,64,local,32,512,research_center,0.987,high,100000
8,mobile_unit_008,1000,tier_1,8,GDPR,1,16,mobile_unit,0.881,standard,1000
9,edge_device_009,50,tier_2,4,GDPR,0,32,edge_device,0.86,standard,1000
10,hospital_010,5000,tier_1,64,HIPAA,4,256,tier1_hospital,0.976,high,20000
11,clinic_011,5000,tier_2,16,local,2,128,tier2_hospital,0.964,critical,20000
12,research_center_012,5000,tier_3,128,PIPEDA,16,512,research_center,0.987,high,100000
13,mobile_unit_013,500,tier_1,4,local,2,64,mobile_unit,0.809,standard,2000
14,edge_device_014,500,tier_2,8,HIPAA,1,8,edge_device,0.839,critical,500
15,hospital_015,2000,tier_1,128,GDPR,16,128,tier1_hospital,0.975,high,20000
16,clinic_016,5000,tier_2,16,GDPR,2,256,tier2_hospital,0.958,critical,20000
17,research_center_017,10000,tier_3,128,local,32,256,research_center,0.991,critical,100000
18,mobile_unit_018,500,tier_1,4,local,2,16,mobile_unit,0.771,standard,2000
19,edge_device_019,50,tier_2,8,HIPAA,0,32,edge_device,0.86,critical,500
