node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,SOC2,Rochester,USA,radiology,1998,research_grant,mayo_clinic,tier1_hospital,north_america,4834,America/Chicago
1,local,SOC2,Baltimore,USA,oncology,1951,research_grant,johns_hopkins,tier2_hospital,europe,827,America/New_York
2,local,SOC2,Palo Alto,USA,cardiology,1981,public,stanford_med,research_center,asia_pacific,1202,America/Los_Angeles
3,regional,HIPAA_compliant,Boston,USA,neurology,1972,public,mass_general,mobile_unit,south_america,1844,America/New_York
4,international,SOC2,Los Angeles,USA,pathology,1981,private,ucla_health,edge_device,africa,2054,America/Los_Angeles
5,international,ISO27001,London,UK,radiology,1992,private,mayo_clinic,tier1_hospital,north_america,3447,Europe/London
6,national,ISO27001,Paris,France,oncology,2017,private,johns_hopkins,tier2_hospital,europe,4838,Europe/Paris
7,regional,HIPAA_compliant,Tokyo,Japan,cardiology,2020,research_grant,stanford_med,research_center,asia_pacific,655,Asia/Tokyo
8,international,SOC2,Singapore,Singapore,neurology,1977,research_grant,mass_general,mobile_unit,south_america,2544,Asia/Singapore
9,local,FedRAMP,Sydney,Australia,pathology,1990,public,ucla_health,edge_device,africa,401,Australia/Sydney
10,regional,ISO27001,Rochester,USA,radiology,1963,public,mayo_clinic,tier1_hospital,north_america,3864,America/Chicago
11,local,FedRAMP,Baltimore,USA,oncology,1975,public,johns_hopkins,tier2_hospital,europe,4052,America/New_York
12,national,HIPAA_compliant,Palo Alto,USA,cardiology,1979,private,stanford_med,research_center,asia_pacific,3525,America/Los_Angeles
13,international,HIPAA_compliant,Boston,USA,neurology,1957,mixed,mass_general,mobile_unit,south_america,1741,America/New_York
14,international,SOC2,Los Angeles,USA,pathology,1998,mixed,ucla_health,edge_device,africa,3324,America/Los_Angeles
15,national,HIPAA_compliant,London,UK,radiology,1992,research_grant,mayo_clinic,tier1_hospital,north_america,1516,Europe/London
16,national,HIPAA_compliant,Paris,France,oncology,1982,private,johns_hopkins,tier2_hospital,europe,2940,Europe/Paris
17,national,HIPAA_compliant,Tokyo,Japan,cardiology,1975,private,stanford_med,research_center,asia_pacific,2921,Asia/Tokyo
18,local,SOC2,Singapore,Singapore,neurology,1984,private,mass_general,mobile_unit,south_america,4353,Asia/Singapore
19,local,HIPAA_compliant,Sydney,Australia,pathology,2010,public,ucla_health,edge_device,africa,759,Australia/Sydney
