node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,4,512,tier1_hospital,0.97,standard,20000
1,clinic_001,1000,tier_2,32,local,8,64,tier2_hospital,0.96,standard,5000
2,research_center_002,5000,tier_3,128,GDPR,8,1024,research_center,0.995,high,100000
3,mobile_unit_003,500,tier_1,16,PIPEDA,1,16,mobile_unit,0.858,high,1000
4,edge_device_004,100,tier_2,2,GDPR,0,32,edge_device,0.769,high,500
5,hospital_005,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.985,standard,10000
6,clinic_006,2000,tier_2,16,local,8,128,tier2_hospital,0.929,high,10000
7,research_center_007,20000,tier_3,128,PIPEDA,16,256,research_center,0.988,critical,50000
8,mobile_unit_008,100,tier_1,16,local,2,64,mobile_unit,0.867,critical,5000
9,edge_device_009,100,tier_2,2,GDPR,1,8,edge_device,0.777,high,500
