node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,8,256,tier1_hospital,0.997,critical,20000
1,clinic_001,5000,tier_2,32,HIPAA,2,256,tier2_hospital,0.9,critical,20000
2,research_center_002,5000,tier_3,64,PIPEDA,32,512,research_center,0.999,standard,100000
3,mobile_unit_003,500,tier_1,4,local,1,16,mobile_unit,0.798,high,1000
4,edge_device_004,50,tier_2,2,PIPEDA,1,32,edge_device,0.782,critical,1000
5,hospital_005,5000,tier_1,128,HIPAA,16,256,tier1_hospital,0.952,high,10000
6,clinic_006,5000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.925,critical,20000
7,research_center_007,5000,tier_3,128,PIPEDA,16,1024,research_center,0.997,high,100000
8,mobile_unit_008,500,tier_1,4,PIPEDA,1,16,mobile_unit,0.757,high,1000
9,edge_device_009,500,tier_2,8,HIPAA,1,8,edge_device,0.868,high,500
