node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.964,critical,20000
1,clinic_001,1000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.945,standard,10000
2,research_center_002,10000,tier_3,64,GDPR,32,1024,research_center,0.993,standard,50000
3,mobile_unit_003,1000,tier_1,16,GDPR,2,16,mobile_unit,0.834,critical,2000
4,edge_device_004,500,tier_2,8,HIPAA,1,16,edge_device,0.748,standard,1000
5,hospital_005,2000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.978,standard,50000
6,clinic_006,5000,tier_2,64,HIPAA,4,256,tier2_hospital,0.958,high,10000
7,research_center_007,5000,tier_3,128,HIPAA,16,256,research_center,0.981,high,20000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.792,high,1000
9,edge_device_009,50,tier_2,8,GDPR,1,32,edge_device,0.792,critical,500
