timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753360672.5154788,1,-1,training,19.96720862388611,0,0,0,
1753360693.5587852,2,-1,training,19.154321908950806,0,0,0,
1753360714.8183954,3,-1,training,19.38882088661194,0,0,0,
1753360719.4734902,4,-1,training,2.7838144302368164,0,0,0,
1753360724.8771558,5,-1,training,3.5273969173431396,0,0,0,
1753360729.7946193,6,-1,training,3.0176546573638916,0,0,0,
1753360735.346373,7,-1,training,3.5673935413360596,0,0,0,
1753360740.7760904,8,-1,training,3.4560279846191406,0,0,0,
1753360758.2507253,9,-1,training,15.557846307754517,0,0,0,
1753360764.054271,10,-1,training,3.7015042304992676,0,0,0,
