timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753360652.5484731,1,20,"[18, 8, 9, 4, 3, 17, 15, 2, 7, 12, 16, 13]",12,0.6,0.6,"{18: 1.0, 8: 1.0, 9: 1.0, 4: 1.0, 3: 1.0, 17: 1.0, 15: 1.0, 2: 1.0, 7: 1.0, 12: 1.0, 16: 1.0, 13: 1.0}",,,
1753360674.4047272,2,20,"[7, 4, 14, 6, 18, 15, 5, 17, 19, 12, 11, 13]",12,0.6,0.6,"{7: 1.0, 4: 1.0, 14: 1.0, 6: 1.0, 18: 1.0, 15: 1.0, 5: 1.0, 17: 1.0, 19: 1.0, 12: 1.0, 11: 1.0, 13: 1.0}",,,
1753360695.4297795,3,20,"[13, 11, 4, 8, 16, 6, 14, 0, 9, 18, 19, 1]",12,0.6,0.6,"{13: 1.0, 11: 1.0, 4: 1.0, 8: 1.0, 16: 1.0, 6: 1.0, 14: 1.0, 0: 1.0, 9: 1.0, 18: 1.0, 19: 1.0, 1: 1.0}",,,
1753360716.6898606,4,20,"[9, 2, 1, 14, 11, 15, 6, 18, 17, 4, 13, 19]",12,0.6,0.6,"{9: 1.0, 2: 1.0, 1: 1.0, 14: 1.0, 11: 1.0, 15: 1.0, 6: 1.0, 18: 1.0, 17: 1.0, 4: 1.0, 13: 1.0, 19: 1.0}",,,
1753360721.3499458,5,20,"[17, 11, 3, 6, 12, 13, 4, 8, 15, 14, 19, 9]",12,0.6,0.6,"{17: 1.0, 11: 1.0, 3: 1.0, 6: 1.0, 12: 1.0, 13: 1.0, 4: 1.0, 8: 1.0, 15: 1.0, 14: 1.0, 19: 1.0, 9: 1.0}",,,
1753360726.7771742,6,20,"[0, 13, 7, 8, 16, 4, 18, 14, 2, 15, 3, 11]",12,0.6,0.6,"{0: 1.0, 13: 1.0, 7: 1.0, 8: 1.0, 16: 1.0, 4: 1.0, 18: 1.0, 14: 1.0, 2: 1.0, 15: 1.0, 3: 1.0, 11: 1.0}",,,
1753360731.7791848,7,20,"[13, 3, 14, 2, 11, 7, 6, 9, 1, 12, 5, 19]",12,0.6,0.6,"{13: 1.0, 3: 1.0, 14: 1.0, 2: 1.0, 11: 1.0, 7: 1.0, 6: 1.0, 9: 1.0, 1: 1.0, 12: 1.0, 5: 1.0, 19: 1.0}",,,
1753360737.3202405,8,20,"[14, 5, 17, 3, 16, 15, 0, 8, 4, 11, 1, 12]",12,0.6,0.6,"{14: 1.0, 5: 1.0, 17: 1.0, 3: 1.0, 16: 1.0, 15: 1.0, 0: 1.0, 8: 1.0, 4: 1.0, 11: 1.0, 1: 1.0, 12: 1.0}",,,
1753360742.6930883,9,20,"[8, 16, 12, 11, 19, 5, 7, 3, 6, 15, 10, 4]",12,0.6,0.6,"{8: 1.0, 16: 1.0, 12: 1.0, 11: 1.0, 19: 1.0, 5: 1.0, 7: 1.0, 3: 1.0, 6: 1.0, 15: 1.0, 10: 1.0, 4: 1.0}",,,
1753360760.3529303,10,20,"[7, 15, 2, 4, 1, 12, 6, 8, 13, 0, 10, 11]",12,0.6,0.6,"{7: 1.0, 15: 1.0, 2: 1.0, 4: 1.0, 1: 1.0, 12: 1.0, 6: 1.0, 8: 1.0, 13: 1.0, 0: 1.0, 10: 1.0, 11: 1.0}",,,
