node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,PIPEDA,8,128,tier1_hospital,0.986,standard,50000
1,clinic_001,2000,tier_2,16,GDPR,8,128,tier2_hospital,0.965,standard,20000
2,research_center_002,20000,tier_3,256,local,32,1024,research_center,0.983,standard,20000
3,mobile_unit_003,500,tier_1,4,local,2,16,mobile_unit,0.775,standard,1000
4,edge_device_004,500,tier_2,2,GDPR,1,8,edge_device,0.834,high,2000
5,hospital_005,10000,tier_1,128,HIPAA,16,128,tier1_hospital,0.993,critical,10000
6,clinic_006,2000,tier_2,16,HIPAA,4,64,tier2_hospital,0.916,high,10000
7,research_center_007,10000,tier_3,64,GDPR,32,1024,research_center,0.998,standard,20000
8,mobile_unit_008,100,tier_1,4,HIPAA,1,16,mobile_unit,0.807,critical,1000
9,edge_device_009,500,tier_2,4,HIPAA,1,32,edge_device,0.758,high,2000
10,hospital_010,2000,tier_1,32,PIPEDA,4,128,tier1_hospital,0.988,high,50000
11,clinic_011,1000,tier_2,32,local,4,64,tier2_hospital,0.939,standard,20000
12,research_center_012,20000,tier_3,64,HIPAA,32,256,research_center,1.0,critical,100000
13,mobile_unit_013,1000,tier_1,8,HIPAA,1,64,mobile_unit,0.852,high,5000
14,edge_device_014,50,tier_2,2,HIPAA,0,8,edge_device,0.79,high,1000
15,hospital_015,5000,tier_1,64,HIPAA,4,128,tier1_hospital,0.971,critical,20000
16,clinic_016,5000,tier_2,64,local,4,256,tier2_hospital,0.913,standard,5000
17,research_center_017,10000,tier_3,256,HIPAA,32,512,research_center,0.991,critical,100000
18,mobile_unit_018,500,tier_1,8,local,1,16,mobile_unit,0.866,critical,5000
19,edge_device_019,500,tier_2,4,PIPEDA,1,8,edge_device,0.75,critical,1000
