node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1960,research_grant,mayo_clinic,tier1_hospital,2986
1,regional,HIPAA_compliant,oncology,1952,public,johns_hopkins,tier2_hospital,4792
2,international,FedRAMP,cardiology,2000,private,stanford_med,research_center,3363
3,regional,ISO27001,neurology,1950,private,mass_general,mobile_unit,3781
4,national,HIPAA_compliant,pathology,1988,private,ucla_health,edge_device,4779
5,local,ISO27001,radiology,2004,mixed,mayo_clinic,tier1_hospital,590
6,national,SOC2,oncology,1975,mixed,johns_hopkins,tier2_hospital,3526
7,national,FedRAMP,cardiology,1950,public,stanford_med,research_center,4222
8,local,HIPAA_compliant,neurology,1991,public,mass_general,mobile_unit,2989
9,international,FedRAMP,pathology,1990,mixed,ucla_health,edge_device,3431
10,local,SOC2,radiology,2012,public,mayo_clinic,tier1_hospital,2040
11,regional,FedRAMP,oncology,2010,research_grant,johns_hopkins,tier2_hospital,4675
12,local,SOC2,cardiology,2019,mixed,stanford_med,research_center,1493
13,regional,FedRAMP,neurology,2006,private,mass_general,mobile_unit,2803
14,regional,ISO27001,pathology,2005,private,ucla_health,edge_device,4615
15,regional,SOC2,radiology,1959,research_grant,mayo_clinic,tier1_hospital,2142
16,international,FedRAMP,oncology,2006,research_grant,johns_hopkins,tier2_hospital,278
17,national,HIPAA_compliant,cardiology,1969,research_grant,stanford_med,research_center,1842
18,international,FedRAMP,neurology,2003,private,mass_general,mobile_unit,1377
19,regional,HIPAA_compliant,pathology,1994,private,ucla_health,edge_device,3423
20,local,FedRAMP,radiology,1988,research_grant,mayo_clinic,tier1_hospital,3649
21,national,ISO27001,oncology,1977,research_grant,johns_hopkins,tier2_hospital,611
22,local,FedRAMP,cardiology,1955,mixed,stanford_med,research_center,477
23,national,HIPAA_compliant,neurology,1951,private,mass_general,mobile_unit,3064
24,local,HIPAA_compliant,pathology,2005,research_grant,ucla_health,edge_device,3834
25,international,ISO27001,radiology,1984,private,mayo_clinic,tier1_hospital,1981
26,local,ISO27001,oncology,2006,research_grant,johns_hopkins,tier2_hospital,2172
27,regional,SOC2,cardiology,1990,private,stanford_med,research_center,2328
28,national,FedRAMP,neurology,2009,research_grant,mass_general,mobile_unit,3245
29,international,ISO27001,pathology,1982,mixed,ucla_health,edge_device,4015
