node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.007128,-92.468469,north_america,America/Chicago
1,Baltimore,USA,39.294568,-76.641225,europe,America/New_York
2,Palo Alto,USA,37.47837,-122.121657,asia_pacific,America/Los_Angeles
3,Boston,USA,42.354792,-71.027064,south_america,America/New_York
4,Los Angeles,USA,34.085448,-118.240139,africa,America/Los_Angeles
5,London,UK,51.521284,-0.087443,north_america,Europe/London
6,Paris,France,48.882363,2.317697,europe,Europe/Paris
7,Tokyo,Japan,35.676918,139.628671,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.317664,103.851326,south_america,Asia/Singapore
9,Sydney,Australia,-33.899934,151.165845,africa,Australia/Sydney
