node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,1980,public,mayo_clinic,tier1_hospital,4165
1,international,ISO27001,oncology,1995,research_grant,johns_hopkins,tier2_hospital,155
2,international,SOC2,cardiology,1986,public,stanford_med,research_center,3194
3,local,ISO27001,neurology,1959,public,mass_general,mobile_unit,3984
4,regional,HIPAA_compliant,pathology,1969,mixed,ucla_health,edge_device,4552
5,local,ISO27001,radiology,1954,mixed,mayo_clinic,tier1_hospital,3679
6,national,HIPAA_compliant,oncology,1957,mixed,johns_hopkins,tier2_hospital,4555
7,international,FedRAMP,cardiology,1969,public,stanford_med,research_center,4958
8,regional,FedRAMP,neurology,1962,private,mass_general,mobile_unit,982
9,international,SOC2,pathology,2019,private,ucla_health,edge_device,1800
10,local,HIPAA_compliant,radiology,1998,private,mayo_clinic,tier1_hospital,2913
11,international,ISO27001,oncology,1982,research_grant,johns_hopkins,tier2_hospital,1860
12,international,SOC2,cardiology,2006,private,stanford_med,research_center,4351
13,local,ISO27001,neurology,1990,mixed,mass_general,mobile_unit,4463
14,international,ISO27001,pathology,1980,private,ucla_health,edge_device,174
15,international,ISO27001,radiology,2018,private,mayo_clinic,tier1_hospital,1289
16,regional,HIPAA_compliant,oncology,2020,public,johns_hopkins,tier2_hospital,2959
17,regional,ISO27001,cardiology,1979,research_grant,stanford_med,research_center,272
18,local,HIPAA_compliant,neurology,1975,research_grant,mass_general,mobile_unit,2933
19,international,HIPAA_compliant,pathology,1950,mixed,ucla_health,edge_device,1478
20,international,FedRAMP,radiology,1960,private,mayo_clinic,tier1_hospital,3327
21,national,ISO27001,oncology,1969,mixed,johns_hopkins,tier2_hospital,4504
22,international,ISO27001,cardiology,1984,mixed,stanford_med,research_center,942
23,national,FedRAMP,neurology,1964,research_grant,mass_general,mobile_unit,1295
24,international,SOC2,pathology,1978,public,ucla_health,edge_device,4792
25,regional,ISO27001,radiology,1993,public,mayo_clinic,tier1_hospital,65
26,local,SOC2,oncology,1978,private,johns_hopkins,tier2_hospital,4693
27,international,SOC2,cardiology,1980,mixed,stanford_med,research_center,3163
28,international,FedRAMP,neurology,2019,public,mass_general,mobile_unit,4742
29,regional,ISO27001,pathology,2011,mixed,ucla_health,edge_device,2323
