node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,4,256,tier1_hospital,0.957,critical,50000
1,clinic_001,1000,tier_2,64,HIPAA,2,256,tier2_hospital,0.901,critical,20000
2,research_center_002,20000,tier_3,256,HIPAA,8,256,research_center,0.991,critical,20000
3,mobile_unit_003,500,tier_1,4,local,2,64,mobile_unit,0.81,standard,5000
4,edge_device_004,100,tier_2,2,GDPR,1,16,edge_device,0.719,high,500
5,hospital_005,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.952,standard,10000
6,clinic_006,1000,tier_2,16,GDPR,8,256,tier2_hospital,0.972,standard,20000
7,research_center_007,10000,tier_3,256,HIPAA,8,256,research_center,0.983,high,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.856,critical,1000
9,edge_device_009,100,tier_2,4,PIPEDA,0,8,edge_device,0.875,critical,2000
10,hospital_010,5000,tier_1,128,local,8,128,tier1_hospital,0.959,standard,20000
11,clinic_011,1000,tier_2,32,local,8,128,tier2_hospital,0.931,critical,10000
12,research_center_012,20000,tier_3,128,local,8,512,research_center,0.989,critical,100000
13,mobile_unit_013,1000,tier_1,8,local,2,64,mobile_unit,0.834,standard,1000
14,edge_device_014,500,tier_2,4,PIPEDA,0,16,edge_device,0.741,high,2000
