edge,weight
0-1,4626.04
0-2,1780.91
0-3,2385.54
0-4,1871.99
0-5,1814.81
0-6,1129.48
0-7,2320.01
0-8,593.7
0-9,891.87
1-2,994.35
1-3,5670.31
1-4,567.31
1-5,466.31
1-6,925.15
1-7,91.8
1-8,113.57
1-9,5789.04
2-3,853.22
2-4,2344.63
2-5,571.47
2-6,916.89
2-7,579.91
2-8,495.24
2-9,528.54
3-4,432.46
3-5,469.06
3-6,2018.33
3-7,402.58
3-8,476.53
3-9,1133.28
4-5,2339.4
4-6,2023.19
4-7,106.84
4-8,1036.27
4-9,554.23
5-6,97.14
5-7,504.24
5-8,512.24
5-9,800.33
6-7,109.33
6-8,88.96
6-9,1022.23
7-8,1760.19
7-9,1061.54
8-9,109.08
