node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.012003,-92.480465,north_america,America/Chicago
1,Baltimore,USA,39.313334,-76.573571,europe,America/New_York
2,Palo Alto,USA,37.476108,-122.147678,asia_pacific,America/Los_Angeles
3,Boston,USA,42.40137,-71.088586,south_america,America/New_York
4,Los Angeles,USA,34.084187,-118.197471,africa,America/Los_Angeles
5,London,UK,51.485361,-0.112809,north_america,Europe/London
6,Paris,France,48.870376,2.330074,europe,Europe/Paris
7,Tokyo,Japan,35.696605,139.652008,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.313113,103.835907,south_america,Asia/Singapore
9,Sydney,Australia,-33.861928,151.257468,africa,Australia/Sydney
