node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.024456,-92.429319,north_america,America/Chicago
1,Baltimore,USA,39.253935,-76.580153,europe,America/New_York
2,Palo Alto,USA,37.412893,-122.189929,asia_pacific,America/Los_Angeles
3,Boston,USA,42.357805,-71.050386,south_america,America/New_York
4,Los Angeles,USA,34.012246,-118.262328,africa,America/Los_Angeles
5,London,UK,51.540625,-0.120245,north_america,Europe/London
6,Paris,France,48.897514,2.317287,europe,Europe/Paris
7,Tokyo,Japan,35.676907,139.67401,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.344044,103.825209,south_america,Asia/Singapore
9,Sydney,Australia,-33.824441,151.175586,africa,Australia/Sydney
