edge,weight
0-1,5452.5
0-2,84.9
0-3,5073.89
0-4,508.87
0-5,5216.77
0-6,590.47
0-7,2292.45
0-8,4399.9
0-9,84.26
1-2,98.37
1-3,506.42
1-4,117.46
1-5,5250.77
1-6,94.11
1-7,4435.07
1-8,1134.34
1-9,1145.6
2-3,1936.02
2-4,2062.99
2-5,4059.76
2-6,583.94
2-7,1157.73
2-8,99.33
2-9,5996.14
3-4,2264.86
3-5,2363.84
3-6,4445.66
3-7,86.21
3-8,4568.06
3-9,1683.89
4-5,536.41
4-6,99.97
4-7,110.02
4-8,1899.96
4-9,565.05
5-6,1135.44
5-7,1755.24
5-8,5852.68
5-9,933.59
6-7,94.39
6-8,863.7
6-9,872.23
7-8,1673.77
7-9,81.75
8-9,1115.51
