node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,4,128,tier1_hospital,0.954,critical,10000
1,clinic_001,5000,tier_2,16,local,4,256,tier2_hospital,0.952,critical,20000
2,research_center_002,10000,tier_3,64,local,8,1024,research_center,0.982,critical,20000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,1,64,mobile_unit,0.853,high,5000
4,edge_device_004,50,tier_2,2,local,1,16,edge_device,0.814,high,2000
5,hospital_005,5000,tier_1,32,GDPR,16,256,tier1_hospital,0.978,high,20000
6,clinic_006,1000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.954,standard,10000
7,research_center_007,10000,tier_3,64,PIPEDA,8,1024,research_center,0.992,critical,100000
8,mobile_unit_008,500,tier_1,8,local,1,64,mobile_unit,0.799,high,1000
9,edge_device_009,500,tier_2,8,local,1,16,edge_device,0.702,critical,2000
10,hospital_010,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.99,critical,10000
11,clinic_011,1000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.94,standard,20000
12,research_center_012,5000,tier_3,128,local,32,512,research_center,0.998,critical,50000
13,mobile_unit_013,100,tier_1,8,GDPR,1,64,mobile_unit,0.819,high,5000
14,edge_device_014,100,tier_2,8,GDPR,1,8,edge_device,0.863,critical,2000
