node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,8,256,tier1_hospital,0.965,critical,20000
1,clinic_001,5000,tier_2,16,HIPAA,8,256,tier2_hospital,0.972,critical,5000
2,research_center_002,20000,tier_3,128,local,32,512,research_center,0.989,high,20000
3,mobile_unit_003,500,tier_1,8,HIPAA,2,32,mobile_unit,0.787,standard,5000
4,edge_device_004,50,tier_2,4,HIPAA,1,8,edge_device,0.725,standard,1000
5,hospital_005,2000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.973,standard,10000
6,clinic_006,1000,tier_2,16,GDPR,4,64,tier2_hospital,0.967,critical,5000
7,research_center_007,10000,tier_3,256,local,32,256,research_center,0.987,critical,20000
8,mobile_unit_008,1000,tier_1,8,GDPR,1,32,mobile_unit,0.853,standard,5000
9,edge_device_009,100,tier_2,8,PIPEDA,1,32,edge_device,0.843,standard,1000
