node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,1951,research_grant,mayo_clinic,tier1_hospital,1314
1,local,FedRAMP,oncology,1973,public,johns_hopkins,tier2_hospital,2918
2,local,FedRAMP,cardiology,2004,mixed,stanford_med,research_center,3209
3,regional,SOC2,neurology,1971,private,mass_general,mobile_unit,1386
4,international,FedRAMP,pathology,1965,private,ucla_health,edge_device,306
5,national,FedRAMP,radiology,2018,research_grant,mayo_clinic,tier1_hospital,3111
6,international,FedRAMP,oncology,1978,mixed,johns_hopkins,tier2_hospital,3190
7,international,HIPAA_compliant,cardiology,1963,research_grant,stanford_med,research_center,498
8,local,ISO27001,neurology,2014,research_grant,mass_general,mobile_unit,1299
9,local,HIPAA_compliant,pathology,1972,private,ucla_health,edge_device,3979
10,regional,FedRAMP,radiology,2000,public,mayo_clinic,tier1_hospital,1447
11,local,ISO27001,oncology,1988,mixed,johns_hopkins,tier2_hospital,1294
12,local,FedRAMP,cardiology,2007,public,stanford_med,research_center,1156
13,international,SOC2,neurology,2003,mixed,mass_general,mobile_unit,2179
14,international,ISO27001,pathology,1983,public,ucla_health,edge_device,2980
15,international,FedRAMP,radiology,2010,private,mayo_clinic,tier1_hospital,1396
16,regional,FedRAMP,oncology,1956,research_grant,johns_hopkins,tier2_hospital,3098
17,international,HIPAA_compliant,cardiology,1958,mixed,stanford_med,research_center,1621
18,regional,HIPAA_compliant,neurology,1974,mixed,mass_general,mobile_unit,582
19,international,HIPAA_compliant,pathology,2012,public,ucla_health,edge_device,4590
20,local,ISO27001,radiology,2018,public,mayo_clinic,tier1_hospital,3264
21,international,SOC2,oncology,1970,private,johns_hopkins,tier2_hospital,2375
22,international,ISO27001,cardiology,1964,public,stanford_med,research_center,4937
23,regional,ISO27001,neurology,1964,private,mass_general,mobile_unit,3071
24,regional,SOC2,pathology,1988,research_grant,ucla_health,edge_device,918
