node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.951,high,20000
1,clinic_001,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.924,critical,5000
2,research_center_002,20000,tier_3,128,HIPAA,32,1024,research_center,0.991,high,50000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,2,64,mobile_unit,0.83,standard,1000
4,edge_device_004,100,tier_2,2,GDPR,1,32,edge_device,0.874,standard,1000
5,hospital_005,2000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.962,critical,50000
6,clinic_006,2000,tier_2,64,HIPAA,2,256,tier2_hospital,0.937,critical,10000
7,research_center_007,10000,tier_3,128,PIPEDA,8,1024,research_center,0.993,standard,20000
8,mobile_unit_008,100,tier_1,16,local,2,64,mobile_unit,0.882,critical,1000
9,edge_device_009,100,tier_2,2,GDPR,0,16,edge_device,0.778,critical,500
10,hospital_010,2000,tier_1,128,local,8,256,tier1_hospital,0.98,standard,10000
11,clinic_011,5000,tier_2,32,GDPR,8,64,tier2_hospital,0.904,critical,20000
12,research_center_012,10000,tier_3,128,PIPEDA,8,512,research_center,0.999,high,20000
13,mobile_unit_013,500,tier_1,8,GDPR,2,32,mobile_unit,0.856,standard,1000
14,edge_device_014,100,tier_2,4,local,0,32,edge_device,0.75,high,500
