node_id,latitude,longitude
0,43.98958,-92.454983
1,39.268789,-76.65143
2,37.403276,-122.112716
3,42.379146,-71.086423
4,34.010425,-118.284089
5,51.554671,-0.118714
6,48.895913,2.358369
7,35.687955,139.664857
8,1.379534,103.80877
9,-33.892949,151.200105
10,44.0587,-92.466719
11,39.254802,-76.658247
12,37.452292,-122.141953
13,42.383617,-71.107131
14,34.040124,-118.224776
15,51.491806,-0.146688
16,48.83485,2.381497
17,35.72097,139.607885
18,1.3025,103.798673
19,-33.859235,151.220365
