timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753359241.6879609,1,20,"[9, 12, 8, 3]",4,0.2,0.2,"{9: 1.0, 12: 1.0, 8: 1.0, 3: 1.0}",,,
1753359250.5182765,2,20,"[1, 5, 0, 14]",4,0.2,0.2,"{1: 1.0, 5: 1.0, 0: 1.0, 14: 1.0}",,,
1753359259.8412533,3,20,"[17, 0, 7, 15]",4,0.2,0.2,"{17: 1.0, 0: 1.0, 7: 1.0, 15: 1.0}",,,
1753359268.6143138,4,20,"[15, 17, 9, 13]",4,0.2,0.2,"{15: 1.0, 17: 1.0, 9: 1.0, 13: 1.0}",,,
1753359276.7208025,5,20,"[8, 4, 3, 19]",4,0.2,0.2,"{8: 1.0, 4: 1.0, 3: 1.0, 19: 1.0}",,,
1753359284.7445965,6,20,"[11, 16, 5, 10]",4,0.2,0.2,"{11: 1.0, 16: 1.0, 5: 1.0, 10: 1.0}",,,
1753359293.362345,7,20,"[0, 2, 18, 15]",4,0.2,0.2,"{0: 1.0, 2: 1.0, 18: 1.0, 15: 1.0}",,,
1753359302.1912587,8,20,"[14, 0, 13, 18]",4,0.2,0.2,"{14: 1.0, 0: 1.0, 13: 1.0, 18: 1.0}",,,
1753359305.477137,9,20,"[7, 4, 0, 17]",4,0.2,0.2,"{7: 1.0, 4: 1.0, 0: 1.0, 17: 1.0}",,,
1753359308.7629519,10,20,"[6, 0, 13, 9]",4,0.2,0.2,"{6: 1.0, 0: 1.0, 13: 1.0, 9: 1.0}",,,
