round_num,node_0,node_1,node_2,node_3,node_4
1,3.2637128829956055,3.3135833740234375,3.269076108932495,3.2347309589385986,3.249392032623291
2,3.291724681854248,3.2714738845825195,3.263819932937622,3.2560102939605713,3.277597665786743
3,3.3014512062072754,3.2848219871520996,3.2710859775543213,3.2846505641937256,3.2786245346069336
4,3.2944869995117188,3.331989049911499,3.294814109802246,3.298652410507202,3.278754234313965
5,3.316082715988159,3.2829301357269287,3.2968571186065674,3.3070974349975586,3.3113155364990234
6,3.3054251670837402,3.2909934520721436,3.311032295227051,3.3095805644989014,3.317884922027588
7,3.328467607498169,3.320115089416504,3.309251546859741,3.3020412921905518,3.321072578430176
8,3.3132269382476807,3.330085515975952,3.3321304321289062,3.3027429580688477,3.3242440223693848
9,3.333725690841675,3.3291492462158203,3.3284120559692383,3.333672046661377,3.3155577182769775
10,3.3333003520965576,3.327761650085449,3.329399347305298,3.320842742919922,3.3290350437164307
