node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,FedRAMP,Rochester,USA,radiology,2002,private,mayo_clinic,tier1_hospital,north_america,267,America/Chicago
1,local,ISO27001,Baltimore,USA,oncology,1968,public,johns_hopkins,tier2_hospital,europe,2840,America/New_York
2,local,ISO27001,Palo Alto,USA,cardiology,2017,public,stanford_med,research_center,asia_pacific,984,America/Los_Angeles
3,international,SOC2,Boston,USA,neurology,2018,research_grant,mass_general,mobile_unit,south_america,4735,America/New_York
4,national,FedRAMP,Los Angeles,USA,pathology,1977,research_grant,ucla_health,edge_device,africa,3677,America/Los_Angeles
5,national,FedRAMP,London,UK,radiology,1956,public,mayo_clinic,tier1_hospital,north_america,2326,Europe/London
6,regional,HIPAA_compliant,Paris,France,oncology,1984,research_grant,johns_hopkins,tier2_hospital,europe,112,Europe/Paris
7,regional,SOC2,Tokyo,Japan,cardiology,1956,research_grant,stanford_med,research_center,asia_pacific,946,Asia/Tokyo
8,international,FedRAMP,Singapore,Singapore,neurology,1965,mixed,mass_general,mobile_unit,south_america,4789,Asia/Singapore
9,local,ISO27001,Sydney,Australia,pathology,1997,mixed,ucla_health,edge_device,africa,298,Australia/Sydney
