round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,4.445003032684326,4.981993675231934,4.21236515045166,4.858830451965332,4.679776191711426,4.8733811378479,4.700530052185059,4.574251174926758,5.398950099945068,4.287281513214111
2,5.156549453735352,5.260676860809326,4.641778945922852,5.466620445251465,5.11728048324585,5.384294033050537,5.436180591583252,4.987582683563232,6.019514560699463,4.869426727294922
3,5.940282344818115,5.927544593811035,5.409796237945557,6.018685340881348,5.7323384284973145,5.9416022300720215,5.8581624031066895,5.625970840454102,6.180727481842041,5.486400127410889
4,6.321891784667969,6.277036666870117,5.917425155639648,6.455667972564697,6.299775123596191,6.388247013092041,6.347241401672363,6.095397472381592,6.364387512207031,6.042681694030762
5,6.56549596786499,6.706811428070068,6.276057720184326,6.6833271980285645,6.587389945983887,6.724433898925781,6.669721603393555,6.447776794433594,6.805147171020508,6.36329984664917
6,6.944666385650635,7.156298637390137,6.650831699371338,7.2743916511535645,6.971877098083496,7.213040351867676,6.9488444328308105,6.813580513000488,7.3749566078186035,6.7006001472473145
7,7.3452630043029785,7.454031467437744,7.108919620513916,7.608963966369629,7.423655033111572,7.588867664337158,7.280324935913086,7.296933174133301,7.81189489364624,7.144406795501709
8,7.8803791999816895,7.8128981590271,7.4307780265808105,7.832680702209473,7.930179119110107,7.9227190017700195,7.898139953613281,7.585148334503174,7.916332721710205,7.587699890136719
9,8.064388275146484,8.193147659301758,7.845929145812988,8.362211227416992,8.057784080505371,8.183063507080078,8.137433052062988,7.896100997924805,8.219259262084961,7.938375473022461
10,8.422808647155762,8.654865264892578,8.171777725219727,8.508452415466309,8.370258331298828,8.395092010498047,8.404215812683105,8.229361534118652,8.699112892150879,8.227970123291016
