node_id,latitude,longitude
0,44.052999,-92.47419
1,39.271378,-76.635608
2,37.470216,-122.106065
3,42.317157,-71.068478
4,34.057784,-118.235431
5,51.496849,-0.09485
6,48.864934,2.304633
7,35.655418,139.622371
8,1.372979,103.820719
9,-33.858091,151.254645
10,44.034716,-92.464984
11,39.319473,-76.631849
12,37.398383,-122.146694
13,42.377583,-71.107757
14,34.057978,-118.290196
15,51.51448,-0.086016
16,48.905416,2.328821
17,35.698233,139.676646
18,1.31927,103.860662
19,-33.896933,151.217217
