node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,8,512,tier1_hospital,0.966,high,20000
1,clinic_001,2000,tier_2,32,GDPR,8,64,tier2_hospital,0.928,standard,10000
2,research_center_002,10000,tier_3,256,local,32,256,research_center,0.981,critical,20000
3,mobile_unit_003,500,tier_1,8,local,2,64,mobile_unit,0.786,high,5000
4,edge_device_004,50,tier_2,4,local,1,16,edge_device,0.733,critical,2000
5,hospital_005,5000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.951,standard,50000
6,clinic_006,5000,tier_2,32,HIPAA,8,64,tier2_hospital,0.924,high,10000
7,research_center_007,10000,tier_3,64,HIPAA,8,1024,research_center,0.997,standard,20000
8,mobile_unit_008,500,tier_1,4,GDPR,2,32,mobile_unit,0.765,standard,5000
9,edge_device_009,100,tier_2,4,GDPR,0,16,edge_device,0.749,standard,500
