edge,weight
0-1,561.82
0-2,110.38
0-3,107.62
0-4,2018.58
0-5,2341.89
0-6,478.99
0-7,550.9
0-8,94.1
0-9,933.51
1-2,922.22
1-3,1662.74
1-4,1136.1
1-5,1035.13
1-6,4363.17
1-7,867.32
1-8,1012.89
1-9,112.65
2-3,1139.63
2-4,2190.83
2-5,599.64
2-6,530.41
2-7,83.74
2-8,89.62
2-9,103.79
3-4,837.59
3-5,447.5
3-6,1049.27
3-7,1623.33
3-8,2309.96
3-9,948.59
4-5,2077.68
4-6,899.61
4-7,98.98
4-8,88.89
4-9,1034.02
5-6,5859.99
5-7,108.69
5-8,532.43
5-9,570.22
6-7,1136.45
6-8,897.77
6-9,97.97
7-8,102.86
7-9,1087.93
8-9,596.44
