node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,8,512,tier1_hospital,0.96,standard,20000
1,clinic_001,1000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.901,high,5000
2,research_center_002,10000,tier_3,256,GDPR,16,512,research_center,0.999,critical,50000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,16,mobile_unit,0.792,standard,2000
4,edge_device_004,50,tier_2,2,local,1,32,edge_device,0.723,high,2000
5,hospital_005,2000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.958,high,20000
6,clinic_006,1000,tier_2,16,GDPR,2,128,tier2_hospital,0.943,high,20000
7,research_center_007,10000,tier_3,128,GDPR,8,256,research_center,0.998,high,100000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,32,mobile_unit,0.815,critical,5000
9,edge_device_009,50,tier_2,4,PIPEDA,1,8,edge_device,0.743,standard,500
