timestamp,round_num,source_node,target_node,transfer_type,param_summary,strategy_name
1753376678.3456013,1,1,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,2,0,parameter_transfer,"{'norm': 3.301037549972534, 'mean': 0.0012125589419156313, 'std': 0.11229702830314636}",
1753376678.3456013,1,3,0,parameter_transfer,"{'norm': 3.309089422225952, 'mean': 0.0018166436348110437, 'std': 0.11256285011768341}",
1753376678.3456013,1,4,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,5,0,parameter_transfer,"{'norm': 3.29866623878479, 'mean': 0.00095720449462533, 'std': 0.11221881210803986}",
1753376678.3456013,1,6,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,7,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,8,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,9,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,10,0,parameter_transfer,"{'norm': 3.2995095252990723, 'mean': 0.0013314979150891304, 'std': 0.11224369704723358}",
1753376678.3456013,1,11,0,parameter_transfer,"{'norm': 3.3010525703430176, 'mean': 0.0011700182221829891, 'std': 0.11229799687862396}",
1753376678.3456013,1,12,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,13,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,14,0,parameter_transfer,"{'norm': 3.299368143081665, 'mean': 0.0010636314982548356, 'std': 0.11224174499511719}",
1753376678.3456013,1,15,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,16,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,17,0,parameter_transfer,"{'norm': 3.2999539375305176, 'mean': 0.001183797954581678, 'std': 0.11226046830415726}",
1753376678.3456013,1,18,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3456013,1,19,0,parameter_transfer,"{'norm': 3.298855781555176, 'mean': 0.0010460014455020428, 'std': 0.11222448199987411}",
1753376678.3458962,1,1,0,aggregation,,FedAvg
1753376678.3458962,1,2,0,aggregation,,FedAvg
1753376678.3458962,1,3,0,aggregation,,FedAvg
1753376678.3458962,1,4,0,aggregation,,FedAvg
1753376678.3458962,1,5,0,aggregation,,FedAvg
1753376678.3458962,1,6,0,aggregation,,FedAvg
1753376678.3458962,1,7,0,aggregation,,FedAvg
1753376678.3458962,1,8,0,aggregation,,FedAvg
1753376678.3458962,1,9,0,aggregation,,FedAvg
1753376678.3458962,1,10,0,aggregation,,FedAvg
1753376678.3458962,1,11,0,aggregation,,FedAvg
1753376678.3458962,1,12,0,aggregation,,FedAvg
1753376678.3458962,1,13,0,aggregation,,FedAvg
1753376678.3458962,1,14,0,aggregation,,FedAvg
1753376678.3458962,1,15,0,aggregation,,FedAvg
1753376678.3458962,1,16,0,aggregation,,FedAvg
1753376678.3458962,1,17,0,aggregation,,FedAvg
1753376678.3458962,1,18,0,aggregation,,FedAvg
1753376678.3458962,1,19,0,aggregation,,FedAvg
1753376691.6608202,2,1,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,2,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,3,0,parameter_transfer,"{'norm': 3.403329610824585, 'mean': -0.001553521491587162, 'std': 0.11577320843935013}",
1753376691.6608202,2,4,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,5,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,6,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,7,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,8,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,9,0,parameter_transfer,"{'norm': 3.3015060424804688, 'mean': 0.0013516328763216734, 'std': 0.11231137812137604}",
1753376691.6608202,2,10,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,11,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,12,0,parameter_transfer,"{'norm': 3.3007309436798096, 'mean': 0.0009552520350553095, 'std': 0.11228908598423004}",
1753376691.6608202,2,13,0,parameter_transfer,"{'norm': 3.299635171890259, 'mean': 0.0012374506331980228, 'std': 0.11224904656410217}",
1753376691.6608202,2,14,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,15,0,parameter_transfer,"{'norm': 3.2986254692077637, 'mean': 0.0011259496677666903, 'std': 0.11221586912870407}",
1753376691.6608202,2,16,0,parameter_transfer,"{'norm': 3.3267407417297363, 'mean': 0.0011973540531471372, 'std': 0.11317168176174164}",
1753376691.6608202,2,17,0,parameter_transfer,"{'norm': 3.2992701530456543, 'mean': 0.001390550285577774, 'std': 0.11223484575748444}",
1753376691.6608202,2,18,0,parameter_transfer,"{'norm': 3.3005564212799072, 'mean': 0.0014577530091628432, 'std': 0.11227775365114212}",
1753376691.6608202,2,19,0,parameter_transfer,"{'norm': 3.2991578578948975, 'mean': 0.0013162015238776803, 'std': 0.11223191767930984}",
1753376691.6611378,2,1,0,aggregation,,FedAvg
1753376691.6611378,2,2,0,aggregation,,FedAvg
1753376691.6611378,2,3,0,aggregation,,FedAvg
1753376691.6611378,2,4,0,aggregation,,FedAvg
1753376691.6611378,2,5,0,aggregation,,FedAvg
1753376691.6611378,2,6,0,aggregation,,FedAvg
1753376691.6611378,2,7,0,aggregation,,FedAvg
1753376691.6611378,2,8,0,aggregation,,FedAvg
1753376691.6611378,2,9,0,aggregation,,FedAvg
1753376691.6611378,2,10,0,aggregation,,FedAvg
1753376691.6611378,2,11,0,aggregation,,FedAvg
1753376691.6611378,2,12,0,aggregation,,FedAvg
1753376691.6611378,2,13,0,aggregation,,FedAvg
1753376691.6611378,2,14,0,aggregation,,FedAvg
1753376691.6611378,2,15,0,aggregation,,FedAvg
1753376691.6611378,2,16,0,aggregation,,FedAvg
1753376691.6611378,2,17,0,aggregation,,FedAvg
1753376691.6611378,2,18,0,aggregation,,FedAvg
1753376691.6611378,2,19,0,aggregation,,FedAvg
1753376704.6448793,3,1,0,parameter_transfer,"{'norm': 3.2985410690307617, 'mean': 0.0012484499020501971, 'std': 0.1122116968035698}",
1753376704.6448793,3,2,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,3,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,4,0,parameter_transfer,"{'norm': 3.30222487449646, 'mean': 0.0010425657965242863, 'std': 0.11233913153409958}",
1753376704.6448793,3,5,0,parameter_transfer,"{'norm': 3.301942825317383, 'mean': 0.0010499157942831516, 'std': 0.11232947558164597}",
1753376704.6448793,3,6,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,7,0,parameter_transfer,"{'norm': 3.3979198932647705, 'mean': -0.000279165746178478, 'std': 0.11559925228357315}",
1753376704.6448793,3,8,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,9,0,parameter_transfer,"{'norm': 3.352041244506836, 'mean': 0.00045685566146858037, 'std': 0.11403784155845642}",
1753376704.6448793,3,10,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,11,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,12,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,13,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,14,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,15,0,parameter_transfer,"{'norm': 3.3010025024414062, 'mean': 0.0009990989929065108, 'std': 0.11229793727397919}",
1753376704.6448793,3,16,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,17,0,parameter_transfer,"{'norm': 3.3076367378234863, 'mean': 0.0014863400720059872, 'std': 0.11251826584339142}",
1753376704.6448793,3,18,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6448793,3,19,0,parameter_transfer,"{'norm': 3.3008384704589844, 'mean': 0.0009972982807084918, 'std': 0.11229237914085388}",
1753376704.6451895,3,1,0,aggregation,,FedAvg
1753376704.6451895,3,2,0,aggregation,,FedAvg
1753376704.6451895,3,3,0,aggregation,,FedAvg
1753376704.6451895,3,4,0,aggregation,,FedAvg
1753376704.6451895,3,5,0,aggregation,,FedAvg
1753376704.6451895,3,6,0,aggregation,,FedAvg
1753376704.6451895,3,7,0,aggregation,,FedAvg
1753376704.6451895,3,8,0,aggregation,,FedAvg
1753376704.6451895,3,9,0,aggregation,,FedAvg
1753376704.6451895,3,10,0,aggregation,,FedAvg
1753376704.6451895,3,11,0,aggregation,,FedAvg
1753376704.6451895,3,12,0,aggregation,,FedAvg
1753376704.6451895,3,13,0,aggregation,,FedAvg
1753376704.6451895,3,14,0,aggregation,,FedAvg
1753376704.6451895,3,15,0,aggregation,,FedAvg
1753376704.6451895,3,16,0,aggregation,,FedAvg
1753376704.6451895,3,17,0,aggregation,,FedAvg
1753376704.6451895,3,18,0,aggregation,,FedAvg
1753376704.6451895,3,19,0,aggregation,,FedAvg
1753376709.146993,4,1,0,parameter_transfer,"{'norm': 3.3357632160186768, 'mean': 0.0010124245891347528, 'std': 0.11348045617341995}",
1753376709.146993,4,2,0,parameter_transfer,"{'norm': 3.348647117614746, 'mean': -0.00013099658826831728, 'std': 0.11392321437597275}",
1753376709.146993,4,3,0,parameter_transfer,"{'norm': 3.4157447814941406, 'mean': -0.002575234742835164, 'std': 0.11617745459079742}",
1753376709.146993,4,4,0,parameter_transfer,"{'norm': 3.34675669670105, 'mean': 0.00024524820037186146, 'std': 0.11385870724916458}",
1753376709.146993,4,5,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,6,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,7,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,8,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,9,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,10,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,11,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,12,0,parameter_transfer,"{'norm': 3.459935188293457, 'mean': -0.0009651231812313199, 'std': 0.11770543456077576}",
1753376709.146993,4,13,0,parameter_transfer,"{'norm': 3.380340337753296, 'mean': -0.0014769183471798897, 'std': 0.11499202996492386}",
1753376709.146993,4,14,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,15,0,parameter_transfer,"{'norm': 3.3011322021484375, 'mean': 0.0011811810545623302, 'std': 0.1123005747795105}",
1753376709.146993,4,16,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,17,0,parameter_transfer,"{'norm': 3.3213412761688232, 'mean': 0.0017781680217012763, 'std': 0.11298032850027084}",
1753376709.146993,4,18,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.146993,4,19,0,parameter_transfer,"{'norm': 3.3027570247650146, 'mean': 0.0009537372388876975, 'std': 0.11235803365707397}",
1753376709.1472938,4,1,0,aggregation,,FedAvg
1753376709.1472938,4,2,0,aggregation,,FedAvg
1753376709.1472938,4,3,0,aggregation,,FedAvg
1753376709.1472938,4,4,0,aggregation,,FedAvg
1753376709.1472938,4,5,0,aggregation,,FedAvg
1753376709.1472938,4,6,0,aggregation,,FedAvg
1753376709.1472938,4,7,0,aggregation,,FedAvg
1753376709.1472938,4,8,0,aggregation,,FedAvg
1753376709.1472938,4,9,0,aggregation,,FedAvg
1753376709.1472938,4,10,0,aggregation,,FedAvg
1753376709.1472938,4,11,0,aggregation,,FedAvg
1753376709.1472938,4,12,0,aggregation,,FedAvg
1753376709.1472938,4,13,0,aggregation,,FedAvg
1753376709.1472938,4,14,0,aggregation,,FedAvg
1753376709.1472938,4,15,0,aggregation,,FedAvg
1753376709.1472938,4,16,0,aggregation,,FedAvg
1753376709.1472938,4,17,0,aggregation,,FedAvg
1753376709.1472938,4,18,0,aggregation,,FedAvg
1753376709.1472938,4,19,0,aggregation,,FedAvg
1753376722.349595,5,1,0,parameter_transfer,"{'norm': 3.3902719020843506, 'mean': 0.0005363061209209263, 'std': 0.11533814668655396}",
1753376722.349595,5,2,0,parameter_transfer,"{'norm': 3.389106273651123, 'mean': -0.002268031472340226, 'std': 0.11527743190526962}",
1753376722.349595,5,3,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,4,0,parameter_transfer,"{'norm': 3.370116949081421, 'mean': -0.000467438658233732, 'std': 0.11465276032686234}",
1753376722.349595,5,5,0,parameter_transfer,"{'norm': 3.317295789718628, 'mean': 0.00024205252702813596, 'std': 0.1128564402461052}",
1753376722.349595,5,6,0,parameter_transfer,"{'norm': 3.4431538581848145, 'mean': 9.8187338153366e-05, 'std': 0.11713843047618866}",
1753376722.349595,5,7,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,8,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,9,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,10,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,11,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,12,0,parameter_transfer,"{'norm': 3.5227959156036377, 'mean': -0.0007776555139571428, 'std': 0.1198454275727272}",
1753376722.349595,5,13,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,14,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,15,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,16,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,17,0,parameter_transfer,"{'norm': 3.313528537750244, 'mean': 0.0004342384054325521, 'std': 0.11272769421339035}",
1753376722.349595,5,18,0,parameter_transfer,"{'norm': 3.4846670627593994, 'mean': -0.0026947439182549715, 'std': 0.11852015554904938}",
1753376722.349595,5,19,0,parameter_transfer,"{'norm': 3.3162448406219482, 'mean': 0.0003258630749769509, 'std': 0.11282047629356384}",
1753376722.3498774,5,1,0,aggregation,,FedAvg
1753376722.3498774,5,2,0,aggregation,,FedAvg
1753376722.3498774,5,3,0,aggregation,,FedAvg
1753376722.3498774,5,4,0,aggregation,,FedAvg
1753376722.3498774,5,5,0,aggregation,,FedAvg
1753376722.3498774,5,6,0,aggregation,,FedAvg
1753376722.3498774,5,7,0,aggregation,,FedAvg
1753376722.3498774,5,8,0,aggregation,,FedAvg
1753376722.3498774,5,9,0,aggregation,,FedAvg
1753376722.3498774,5,10,0,aggregation,,FedAvg
1753376722.3498774,5,11,0,aggregation,,FedAvg
1753376722.3498774,5,12,0,aggregation,,FedAvg
1753376722.3498774,5,13,0,aggregation,,FedAvg
1753376722.3498774,5,14,0,aggregation,,FedAvg
1753376722.3498774,5,15,0,aggregation,,FedAvg
1753376722.3498774,5,16,0,aggregation,,FedAvg
1753376722.3498774,5,17,0,aggregation,,FedAvg
1753376722.3498774,5,18,0,aggregation,,FedAvg
1753376722.3498774,5,19,0,aggregation,,FedAvg
1753376735.65644,6,1,0,parameter_transfer,"{'norm': 3.4827685356140137, 'mean': -0.0006511046085506678, 'std': 0.11848440021276474}",
1753376735.65644,6,2,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,3,0,parameter_transfer,"{'norm': 3.4899187088012695, 'mean': -0.0031077435705810785, 'std': 0.11868876963853836}",
1753376735.65644,6,4,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,5,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,6,0,parameter_transfer,"{'norm': 3.5521204471588135, 'mean': 0.0005821823724545538, 'std': 0.12084418535232544}",
1753376735.65644,6,7,0,parameter_transfer,"{'norm': 3.4682319164276123, 'mean': -0.001756649580784142, 'std': 0.11797858029603958}",
1753376735.65644,6,8,0,parameter_transfer,"{'norm': 3.4875307083129883, 'mean': -0.00304862461052835, 'std': 0.11860903352499008}",
1753376735.65644,6,9,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,10,0,parameter_transfer,"{'norm': 3.3623664379119873, 'mean': -0.0007656508241780102, 'std': 0.11438746750354767}",
1753376735.65644,6,11,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,12,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,13,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,14,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,15,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,16,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.65644,6,17,0,parameter_transfer,"{'norm': 3.3884527683258057, 'mean': 0.0008448813459835947, 'std': 0.11527440696954727}",
1753376735.65644,6,18,0,parameter_transfer,"{'norm': 3.587704658508301, 'mean': -0.004238205496221781, 'std': 0.12198258936405182}",
1753376735.65644,6,19,0,parameter_transfer,"{'norm': 3.3342156410217285, 'mean': -3.444168760324828e-05, 'std': 0.11343231797218323}",
1753376735.6567254,6,1,0,aggregation,,FedAvg
1753376735.6567254,6,2,0,aggregation,,FedAvg
1753376735.6567254,6,3,0,aggregation,,FedAvg
1753376735.6567254,6,4,0,aggregation,,FedAvg
1753376735.6567254,6,5,0,aggregation,,FedAvg
