node_id,latitude,longitude
0,43.979322,-92.457584
1,39.255903,-76.622138
2,37.485854,-122.112417
3,42.358515,-71.092428
4,34.047923,-118.288817
5,51.470781,-0.163643
6,48.886874,2.334869
7,35.651162,139.658955
8,1.348087,103.850211
9,-33.913743,151.24164
10,44.047052,-92.43237
11,39.250053,-76.649693
12,37.478324,-122.177864
13,42.406717,-71.093073
14,34.056076,-118.247338
15,51.510748,-0.136113
16,48.825377,2.357674
17,35.705875,139.694665
18,1.344309,103.866858
19,-33.886199,151.258429
