node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.953,critical,20000
1,clinic_001,1000,tier_2,16,PIPEDA,4,64,tier2_hospital,0.906,high,5000
2,research_center_002,20000,tier_3,64,PIPEDA,8,256,research_center,0.998,high,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,2,64,mobile_unit,0.77,high,1000
4,edge_device_004,100,tier_2,4,local,0,32,edge_device,0.772,critical,1000
5,hospital_005,2000,tier_1,64,HIPAA,4,512,tier1_hospital,0.983,critical,50000
6,clinic_006,5000,tier_2,64,HIPAA,4,128,tier2_hospital,0.977,high,5000
7,research_center_007,10000,tier_3,64,PIPEDA,16,1024,research_center,0.984,critical,20000
8,mobile_unit_008,100,tier_1,16,GDPR,1,16,mobile_unit,0.814,standard,2000
9,edge_device_009,50,tier_2,4,PIPEDA,1,32,edge_device,0.773,critical,500
10,hospital_010,5000,tier_1,32,PIPEDA,16,512,tier1_hospital,0.988,high,10000
11,clinic_011,5000,tier_2,64,GDPR,4,128,tier2_hospital,0.968,critical,10000
12,research_center_012,20000,tier_3,128,local,32,256,research_center,0.993,standard,20000
13,mobile_unit_013,100,tier_1,8,local,2,64,mobile_unit,0.849,standard,2000
14,edge_device_014,100,tier_2,2,GDPR,1,8,edge_device,0.824,standard,500
15,hospital_015,10000,tier_1,128,local,4,256,tier1_hospital,0.955,high,20000
16,clinic_016,1000,tier_2,32,PIPEDA,8,128,tier2_hospital,0.918,standard,5000
17,research_center_017,10000,tier_3,128,HIPAA,8,1024,research_center,0.993,standard,100000
18,mobile_unit_018,500,tier_1,16,local,1,64,mobile_unit,0.771,standard,2000
19,edge_device_019,50,tier_2,4,HIPAA,0,16,edge_device,0.787,critical,1000
