edge,weight
0-1,1134.37
0-2,4839.78
0-3,2198.42
0-4,4742.59
0-5,518.2
0-6,1920.09
0-7,1112.31
0-8,445.63
0-9,5837.33
1-2,1067.42
1-3,4121.9
1-4,1730.03
1-5,1931.17
1-6,526.85
1-7,1128.23
1-8,5020.8
1-9,5109.45
2-3,2210.56
2-4,1986.59
2-5,1866.94
2-6,1882.63
2-7,589.18
2-8,2101.7
2-9,5068.34
3-4,1862.58
3-5,2270.34
3-6,473.9
3-7,111.91
3-8,421.46
3-9,4332.98
4-5,841.24
4-6,1193.5
4-7,91.9
4-8,417.19
4-9,2119.0
5-6,592.49
5-7,4634.71
5-8,860.35
5-9,5813.55
6-7,800.3
6-8,82.05
6-9,849.1
7-8,4236.45
7-9,4868.87
8-9,518.43
