node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,16,128,tier1_hospital,0.958,critical,10000
1,clinic_001,2000,tier_2,64,GDPR,2,256,tier2_hospital,0.941,standard,10000
2,research_center_002,20000,tier_3,128,HIPAA,16,256,research_center,0.984,high,100000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,2,64,mobile_unit,0.835,critical,2000
4,edge_device_004,500,tier_2,4,local,1,16,edge_device,0.741,critical,500
5,hospital_005,5000,tier_1,64,local,16,512,tier1_hospital,0.993,critical,10000
6,clinic_006,2000,tier_2,16,GDPR,2,128,tier2_hospital,0.902,standard,5000
7,research_center_007,20000,tier_3,128,local,32,512,research_center,0.983,critical,20000
8,mobile_unit_008,1000,tier_1,16,local,2,32,mobile_unit,0.824,standard,1000
9,edge_device_009,100,tier_2,2,PIPEDA,0,16,edge_device,0.733,standard,500
