node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,16,128,tier1_hospital,0.991,standard,50000
1,clinic_001,2000,tier_2,16,HIPAA,2,128,tier2_hospital,0.974,standard,5000
2,research_center_002,20000,tier_3,64,GDPR,32,1024,research_center,0.985,critical,20000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,32,mobile_unit,0.878,critical,1000
4,edge_device_004,50,tier_2,8,HIPAA,0,8,edge_device,0.848,standard,500
5,hospital_005,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.966,standard,20000
6,clinic_006,2000,tier_2,64,HIPAA,8,64,tier2_hospital,0.904,high,20000
7,research_center_007,10000,tier_3,128,local,16,1024,research_center,0.992,critical,100000
8,mobile_unit_008,100,tier_1,4,local,2,16,mobile_unit,0.85,critical,1000
9,edge_device_009,500,tier_2,4,local,1,32,edge_device,0.843,critical,2000
10,hospital_010,2000,tier_1,128,local,16,512,tier1_hospital,0.984,high,50000
11,clinic_011,1000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.935,high,5000
12,research_center_012,20000,tier_3,256,PIPEDA,16,1024,research_center,0.994,critical,20000
13,mobile_unit_013,500,tier_1,16,PIPEDA,2,64,mobile_unit,0.865,standard,1000
14,edge_device_014,100,tier_2,4,HIPAA,1,8,edge_device,0.749,critical,500
