edge,weight
0-1,901.61
0-2,2356.41
0-3,5985.33
0-4,4224.67
0-5,838.75
0-6,559.91
0-7,85.0
0-8,91.95
0-9,866.0
0-10,1117.08
0-11,114.99
0-12,102.06
0-13,4344.29
0-14,111.38
1-2,1796.3
1-3,521.34
1-4,403.18
1-5,527.93
1-6,901.25
1-7,591.95
1-8,411.14
1-9,2006.87
1-10,1901.49
1-11,1033.56
1-12,2182.67
1-13,1685.74
1-14,81.4
2-3,4763.85
2-4,95.44
2-5,4380.99
2-6,480.39
2-7,422.99
2-8,484.75
2-9,1670.6
2-10,2260.49
2-11,89.86
2-12,581.48
2-13,591.89
2-14,497.61
3-4,95.04
3-5,101.1
3-6,895.76
3-7,2299.41
3-8,1646.81
3-9,1765.69
3-10,1034.22
3-11,5757.89
3-12,4882.61
3-13,5433.59
3-14,113.76
4-5,1672.17
4-6,2020.36
4-7,2354.71
4-8,2276.54
4-9,2316.58
4-10,93.54
4-11,899.97
4-12,516.13
4-13,101.67
4-14,4626.7
5-6,112.23
5-7,2121.46
5-8,1652.37
5-9,114.49
5-10,561.55
5-11,501.67
5-12,110.68
5-13,914.0
5-14,417.87
6-7,88.18
6-8,1165.2
6-9,2210.21
6-10,115.02
6-11,4102.75
6-12,5723.22
6-13,4207.47
6-14,1873.54
7-8,96.28
7-9,82.09
7-10,408.29
7-11,576.66
7-12,886.6
7-13,5069.97
7-14,4358.27
8-9,1032.0
8-10,587.41
8-11,999.71
8-12,5948.04
8-13,1695.37
8-14,2304.96
9-10,5912.34
9-11,508.78
9-12,2337.39
9-13,458.98
9-14,1697.7
10-11,1894.48
10-12,83.96
10-13,499.11
10-14,4585.36
11-12,1635.89
11-13,4056.9
11-14,502.93
12-13,2303.24
12-14,1729.82
13-14,114.06
