edge,weight
0-1,923.3
0-2,1916.14
0-3,1963.49
0-4,2253.7
0-5,924.14
0-6,1923.22
0-7,2312.0
0-8,1665.64
0-9,5396.66
1-2,956.48
1-3,95.16
1-4,4524.03
1-5,1994.7
1-6,941.56
1-7,92.18
1-8,911.62
1-9,1631.83
2-3,4364.01
2-4,520.98
2-5,424.31
2-6,4048.64
2-7,109.6
2-8,562.4
2-9,4546.49
3-4,111.63
3-5,93.4
3-6,4995.62
3-7,5848.75
3-8,1156.12
3-9,4886.66
4-5,1006.62
4-6,522.29
4-7,498.45
4-8,952.72
4-9,912.06
5-6,1016.16
5-7,817.18
5-8,405.41
5-9,4502.84
6-7,5495.7
6-8,482.5
6-9,103.79
7-8,2041.54
7-9,98.82
8-9,5366.17
