edge,weight
0-1,822.82
0-2,418.48
0-3,512.17
0-4,115.37
0-5,555.17
0-6,116.59
0-7,1141.65
0-8,5093.87
0-9,80.22
1-2,5379.32
1-3,424.36
1-4,595.35
1-5,5985.75
1-6,1777.75
1-7,511.37
1-8,418.96
1-9,414.34
2-3,100.6
2-4,4205.7
2-5,4070.38
2-6,913.81
2-7,486.06
2-8,5646.46
2-9,1791.41
3-4,539.74
3-5,2185.15
3-6,103.23
3-7,101.52
3-8,859.12
3-9,530.97
4-5,103.25
4-6,495.6
4-7,486.08
4-8,1164.5
4-9,1050.93
5-6,467.28
5-7,467.17
5-8,2280.87
5-9,5927.96
6-7,1684.69
6-8,89.17
6-9,994.37
7-8,89.06
7-9,1113.17
8-9,808.14
