edge,weight
0-1,1193.37
0-2,101.4
0-3,117.12
0-4,1835.88
0-5,484.48
0-6,112.73
0-7,1118.99
0-8,5620.29
0-9,2214.3
0-10,807.82
0-11,5458.14
0-12,2259.39
0-13,1669.46
0-14,1900.71
0-15,1166.07
0-16,580.58
0-17,2141.14
0-18,559.34
0-19,810.18
1-2,4894.34
1-3,506.87
1-4,2112.5
1-5,1876.85
1-6,546.72
1-7,2228.51
1-8,2317.9
1-9,908.3
1-10,847.38
1-11,2231.9
1-12,2188.89
1-13,95.37
1-14,1801.38
1-15,5520.53
1-16,1081.9
1-17,1039.16
1-18,1906.23
1-19,1193.65
2-3,895.96
2-4,2289.0
2-5,4217.9
2-6,485.98
2-7,1079.3
2-8,84.64
2-9,2387.19
2-10,1195.71
2-11,81.29
2-12,839.5
2-13,507.99
2-14,5950.07
2-15,1001.67
2-16,1033.97
2-17,1078.62
2-18,493.04
2-19,4794.82
3-4,4910.02
3-5,511.17
3-6,519.0
3-7,99.24
3-8,1049.04
3-9,1892.9
3-10,459.22
3-11,2256.06
3-12,1156.88
3-13,95.1
3-14,2009.85
3-15,5016.51
3-16,549.06
3-17,410.92
3-18,1035.86
3-19,1735.54
4-5,822.52
4-6,949.69
4-7,1760.53
4-8,5716.94
4-9,1080.05
4-10,4334.25
4-11,4310.89
4-12,2225.2
4-13,853.87
4-14,903.18
4-15,93.07
4-16,102.92
4-17,1027.01
4-18,845.95
4-19,102.94
5-6,965.66
5-7,5603.45
5-8,4551.95
5-9,4165.13
5-10,564.42
5-11,5636.41
5-12,2391.78
5-13,4376.6
5-14,561.2
5-15,461.55
5-16,443.52
5-17,1130.86
5-18,98.36
5-19,4378.66
6-7,4653.74
6-8,426.09
6-9,82.69
6-10,821.76
6-11,1063.11
6-12,101.91
6-13,5002.83
6-14,5112.47
6-15,998.37
6-16,1109.73
6-17,528.78
6-18,97.94
6-19,1146.51
7-8,2399.62
7-9,957.48
7-10,552.65
7-11,81.49
7-12,535.58
7-13,5400.17
7-14,1133.32
7-15,115.17
7-16,935.72
7-17,1973.27
7-18,438.36
7-19,5909.89
8-9,2223.67
8-10,1956.41
8-11,4433.89
8-12,115.89
8-13,940.23
8-14,107.83
8-15,525.33
8-16,1663.57
8-17,1009.13
8-18,106.16
8-19,1678.63
9-10,964.01
9-11,4554.84
9-12,5201.25
9-13,455.64
9-14,471.44
9-15,4671.15
9-16,1017.63
9-17,913.82
9-18,113.72
9-19,1944.61
10-11,90.29
10-12,4680.94
10-13,1617.85
10-14,2232.96
10-15,578.29
10-16,5165.9
10-17,4818.71
10-18,5027.86
10-19,919.17
11-12,969.27
11-13,1112.48
11-14,524.47
11-15,1744.53
11-16,532.24
11-17,942.94
11-18,1970.53
11-19,4724.4
12-13,587.44
12-14,493.66
12-15,85.09
12-16,5805.13
12-17,987.84
12-18,94.57
12-19,1633.05
13-14,81.48
13-15,413.22
13-16,84.77
13-17,2279.15
13-18,488.85
13-19,106.33
14-15,413.27
14-16,115.8
14-17,511.33
14-18,498.22
14-19,4067.56
15-16,587.65
15-17,86.93
15-18,1648.11
15-19,5419.76
16-17,485.23
16-18,92.89
16-19,998.27
17-18,5443.76
17-19,575.77
18-19,404.36
