node_id,latitude,longitude
0,44.014399,-92.47475
1,39.243999,-76.642874
2,37.392562,-122.114331
3,42.321026,-71.103056
4,34.078319,-118.193803
5,51.52084,-0.120604
6,48.881987,2.316404
7,35.672754,139.671631
8,1.377961,103.778426
9,-33.850008,151.168225
10,44.013092,-92.431752
11,39.28033,-76.617832
12,37.460902,-122.176899
13,42.324005,-71.053721
14,34.090321,-118.201332
15,51.463286,-0.153854
16,48.877415,2.317703
17,35.670396,139.628225
18,1.384427,103.856274
19,-33.881966,151.198926
