node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.974,high,10000
1,clinic_001,5000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.977,standard,5000
2,research_center_002,20000,tier_3,128,PIPEDA,32,256,research_center,0.983,high,100000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,2,64,mobile_unit,0.828,high,5000
4,edge_device_004,100,tier_2,4,PIPEDA,1,16,edge_device,0.875,critical,1000
5,hospital_005,10000,tier_1,64,HIPAA,8,256,tier1_hospital,0.956,critical,20000
6,clinic_006,2000,tier_2,16,HIPAA,2,64,tier2_hospital,0.922,high,20000
7,research_center_007,5000,tier_3,64,local,32,1024,research_center,0.997,critical,100000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.81,high,1000
9,edge_device_009,50,tier_2,2,HIPAA,1,16,edge_device,0.702,high,2000
10,hospital_010,2000,tier_1,64,local,8,512,tier1_hospital,0.957,critical,50000
11,clinic_011,1000,tier_2,32,GDPR,2,64,tier2_hospital,0.919,critical,10000
12,research_center_012,20000,tier_3,64,local,32,512,research_center,0.997,standard,100000
13,mobile_unit_013,500,tier_1,4,GDPR,2,16,mobile_unit,0.889,high,5000
14,edge_device_014,50,tier_2,4,PIPEDA,0,16,edge_device,0.837,standard,1000
15,hospital_015,2000,tier_1,128,local,16,256,tier1_hospital,0.96,critical,20000
16,clinic_016,1000,tier_2,32,HIPAA,2,256,tier2_hospital,0.938,high,5000
17,research_center_017,20000,tier_3,64,PIPEDA,8,512,research_center,0.984,high,20000
18,mobile_unit_018,1000,tier_1,16,GDPR,2,64,mobile_unit,0.754,critical,5000
19,edge_device_019,50,tier_2,8,HIPAA,0,32,edge_device,0.889,critical,2000
