node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,8,512,tier1_hospital,0.997,critical,50000
1,clinic_001,5000,tier_2,64,local,4,128,tier2_hospital,0.979,standard,5000
2,research_center_002,20000,tier_3,64,HIPAA,32,256,research_center,0.98,high,50000
3,mobile_unit_003,1000,tier_1,16,local,1,64,mobile_unit,0.837,critical,5000
4,edge_device_004,100,tier_2,4,PIPEDA,1,16,edge_device,0.85,standard,2000
5,hospital_005,10000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.995,standard,10000
6,clinic_006,5000,tier_2,16,GDPR,4,64,tier2_hospital,0.978,high,5000
7,research_center_007,10000,tier_3,256,HIPAA,8,512,research_center,0.984,high,50000
8,mobile_unit_008,100,tier_1,8,HIPAA,2,16,mobile_unit,0.766,standard,5000
9,edge_device_009,500,tier_2,2,HIPAA,0,32,edge_device,0.867,critical,500
10,hospital_010,2000,tier_1,128,GDPR,8,512,tier1_hospital,0.958,critical,50000
11,clinic_011,5000,tier_2,32,GDPR,4,256,tier2_hospital,0.958,standard,10000
12,research_center_012,5000,tier_3,256,PIPEDA,8,1024,research_center,0.994,high,20000
13,mobile_unit_013,1000,tier_1,4,PIPEDA,1,32,mobile_unit,0.78,critical,5000
14,edge_device_014,50,tier_2,2,PIPEDA,1,16,edge_device,0.754,high,500
15,hospital_015,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.952,standard,50000
16,clinic_016,5000,tier_2,64,HIPAA,4,128,tier2_hospital,0.957,high,10000
17,research_center_017,5000,tier_3,64,GDPR,8,1024,research_center,0.992,critical,100000
18,mobile_unit_018,100,tier_1,4,GDPR,1,16,mobile_unit,0.893,critical,5000
19,edge_device_019,100,tier_2,4,local,1,32,edge_device,0.76,high,500
20,hospital_020,2000,tier_1,32,local,8,512,tier1_hospital,0.992,high,10000
21,clinic_021,1000,tier_2,64,GDPR,4,64,tier2_hospital,0.965,critical,5000
22,research_center_022,10000,tier_3,64,GDPR,32,512,research_center,0.986,high,50000
23,mobile_unit_023,100,tier_1,8,GDPR,1,64,mobile_unit,0.767,high,5000
24,edge_device_024,50,tier_2,8,local,0,8,edge_device,0.863,critical,500
