node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,HIPAA_compliant,Rochester,USA,radiology,1989,public,mayo_clinic,tier1_hospital,north_america,4616,America/Chicago
1,local,FedRAMP,Baltimore,USA,oncology,2020,research_grant,johns_hopkins,tier2_hospital,europe,2870,America/New_York
2,international,HIPAA_compliant,Palo Alto,USA,cardiology,1956,public,stanford_med,research_center,asia_pacific,4700,America/Los_Angeles
3,regional,HIPAA_compliant,Boston,USA,neurology,2009,research_grant,mass_general,mobile_unit,south_america,2594,America/New_York
4,national,ISO27001,Los Angeles,USA,pathology,1991,private,ucla_health,edge_device,africa,4979,America/Los_Angeles
5,local,FedRAMP,London,UK,radiology,1955,mixed,mayo_clinic,tier1_hospital,north_america,1970,Europe/London
6,local,FedRAMP,Paris,France,oncology,2018,mixed,johns_hopkins,tier2_hospital,europe,4267,Europe/Paris
7,regional,SOC2,Tokyo,Japan,cardiology,2010,mixed,stanford_med,research_center,asia_pacific,1905,Asia/Tokyo
8,regional,HIPAA_compliant,Singapore,Singapore,neurology,2006,mixed,mass_general,mobile_unit,south_america,3759,Asia/Singapore
9,international,FedRAMP,Sydney,Australia,pathology,1990,public,ucla_health,edge_device,africa,2159,Australia/Sydney
10,international,ISO27001,Rochester,USA,radiology,1965,mixed,mayo_clinic,tier1_hospital,north_america,116,America/Chicago
11,local,HIPAA_compliant,Baltimore,USA,oncology,2001,research_grant,johns_hopkins,tier2_hospital,europe,4106,America/New_York
12,local,FedRAMP,Palo Alto,USA,cardiology,1951,research_grant,stanford_med,research_center,asia_pacific,4884,America/Los_Angeles
13,international,FedRAMP,Boston,USA,neurology,1958,mixed,mass_general,mobile_unit,south_america,1899,America/New_York
14,local,SOC2,Los Angeles,USA,pathology,1975,mixed,ucla_health,edge_device,africa,2175,America/Los_Angeles
15,international,HIPAA_compliant,London,UK,radiology,2004,research_grant,mayo_clinic,tier1_hospital,north_america,3694,Europe/London
16,international,ISO27001,Paris,France,oncology,1978,private,johns_hopkins,tier2_hospital,europe,439,Europe/Paris
17,local,SOC2,Tokyo,Japan,cardiology,1973,public,stanford_med,research_center,asia_pacific,1576,Asia/Tokyo
18,international,SOC2,Singapore,Singapore,neurology,1973,research_grant,mass_general,mobile_unit,south_america,310,Asia/Singapore
19,local,SOC2,Sydney,Australia,pathology,2008,research_grant,ucla_health,edge_device,africa,4907,Australia/Sydney
