edge,weight
0-1,977.98
0-2,2018.97
0-3,559.68
0-4,101.7
0-5,2098.32
0-6,529.85
0-7,410.87
0-8,5277.25
0-9,498.81
0-10,5431.9
0-11,460.91
0-12,84.36
0-13,475.99
0-14,99.16
0-15,879.27
0-16,566.01
0-17,83.66
0-18,437.88
0-19,1652.33
1-2,2075.82
1-3,408.76
1-4,855.36
1-5,571.25
1-6,1085.34
1-7,1012.74
1-8,98.36
1-9,5469.96
1-10,1096.33
1-11,5302.51
1-12,4856.7
1-13,103.83
1-14,538.39
1-15,507.41
1-16,848.93
1-17,5419.03
1-18,596.07
1-19,1640.7
2-3,85.17
2-4,1046.63
2-5,838.64
2-6,98.36
2-7,85.24
2-8,85.6
2-9,98.11
2-10,80.84
2-11,506.08
2-12,5228.12
2-13,2043.37
2-14,433.56
2-15,1645.87
2-16,5963.32
2-17,973.11
2-18,2013.37
2-19,515.26
3-4,541.15
3-5,4042.42
3-6,101.08
3-7,424.82
3-8,110.8
3-9,1803.58
3-10,4014.69
3-11,4884.39
3-12,90.64
3-13,1137.3
3-14,951.13
3-15,5960.79
3-16,4290.98
3-17,113.92
3-18,473.32
3-19,1144.34
4-5,867.7
4-6,5396.15
4-7,2049.94
4-8,810.44
4-9,1134.59
4-10,113.52
4-11,91.6
4-12,5204.01
4-13,1735.88
4-14,831.84
4-15,4962.52
4-16,2260.29
4-17,4193.54
4-18,108.24
4-19,2040.43
5-6,975.66
5-7,91.16
5-8,1940.74
5-9,89.3
5-10,111.92
5-11,2173.0
5-12,5148.03
5-13,519.0
5-14,5824.67
5-15,851.99
5-16,1971.46
5-17,5572.54
5-18,595.98
5-19,533.53
6-7,583.21
6-8,906.75
6-9,4181.76
6-10,822.87
6-11,521.34
6-12,2329.99
6-13,1671.66
6-14,477.03
6-15,101.07
6-16,1627.63
6-17,1183.57
6-18,4862.84
6-19,5849.18
7-8,539.52
7-9,1126.66
7-10,1153.13
7-11,893.63
7-12,4552.44
7-13,5981.63
7-14,1097.9
7-15,912.91
7-16,119.22
7-17,1901.75
7-18,107.74
7-19,1132.83
8-9,1121.62
8-10,94.3
8-11,514.65
8-12,470.79
8-13,2020.54
8-14,2030.7
8-15,871.24
8-16,4035.88
8-17,2189.13
8-18,1921.29
8-19,577.71
9-10,872.93
9-11,5254.01
9-12,2133.15
9-13,5086.85
9-14,1094.48
9-15,460.88
9-16,570.98
9-17,482.75
9-18,2211.29
9-19,1973.78
10-11,814.27
10-12,1010.6
10-13,84.55
10-14,5508.49
10-15,866.04
10-16,447.79
10-17,118.45
10-18,4700.56
10-19,100.21
11-12,5869.15
11-13,427.19
11-14,2046.28
11-15,810.72
11-16,115.42
11-17,89.23
11-18,1059.94
11-19,910.94
12-13,2127.0
12-14,1909.54
12-15,946.63
12-16,569.26
12-17,464.54
12-18,818.19
12-19,591.03
13-14,480.74
13-15,2305.91
13-16,5914.91
13-17,481.15
13-18,5538.39
13-19,929.7
14-15,100.82
14-16,496.37
14-17,5405.58
14-18,4897.23
14-19,472.55
15-16,82.17
15-17,4769.74
15-18,1141.28
15-19,1111.64
16-17,108.0
16-18,100.78
16-19,4789.64
17-18,463.34
17-19,451.15
18-19,581.56
