node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.993,high,20000
1,clinic_001,5000,tier_2,32,HIPAA,8,128,tier2_hospital,0.974,high,5000
2,research_center_002,20000,tier_3,64,PIPEDA,32,256,research_center,0.984,high,50000
3,mobile_unit_003,500,tier_1,16,PIPEDA,1,64,mobile_unit,0.801,high,1000
4,edge_device_004,100,tier_2,8,GDPR,0,32,edge_device,0.85,standard,1000
5,hospital_005,10000,tier_1,64,HIPAA,16,128,tier1_hospital,0.966,critical,10000
6,clinic_006,2000,tier_2,64,HIPAA,2,256,tier2_hospital,0.919,high,10000
7,research_center_007,20000,tier_3,128,PIPEDA,32,1024,research_center,0.99,high,100000
8,mobile_unit_008,500,tier_1,8,local,1,64,mobile_unit,0.867,critical,1000
9,edge_device_009,500,tier_2,4,PIPEDA,0,8,edge_device,0.78,standard,2000
