node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,national,SOC2,Rochester,USA,radiology,2013,research_grant,mayo_clinic,tier1_hospital,north_america,4764,America/Chicago
1,international,ISO27001,Baltimore,USA,oncology,1979,research_grant,johns_hopkins,tier2_hospital,europe,4120,America/New_York
2,local,FedRAMP,Palo Alto,USA,cardiology,1956,private,stanford_med,research_center,asia_pacific,4366,America/Los_Angeles
3,regional,ISO27001,Boston,USA,neurology,2009,private,mass_general,mobile_unit,south_america,4210,America/New_York
4,national,SOC2,Los Angeles,USA,pathology,2008,research_grant,ucla_health,edge_device,africa,2979,America/Los_Angeles
5,local,FedRAMP,London,UK,radiology,2016,public,mayo_clinic,tier1_hospital,north_america,1452,Europe/London
6,national,FedRAMP,Paris,France,oncology,2004,public,johns_hopkins,tier2_hospital,europe,645,Europe/Paris
7,international,HIPAA_compliant,Tokyo,Japan,cardiology,1987,private,stanford_med,research_center,asia_pacific,4651,Asia/Tokyo
8,international,HIPAA_compliant,Singapore,Singapore,neurology,1986,research_grant,mass_general,mobile_unit,south_america,1486,Asia/Singapore
9,international,ISO27001,Sydney,Australia,pathology,2011,mixed,ucla_health,edge_device,africa,884,Australia/Sydney
