node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,4,128,tier1_hospital,0.952,high,50000
1,clinic_001,5000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.904,high,20000
2,research_center_002,5000,tier_3,64,GDPR,8,512,research_center,0.984,standard,20000
3,mobile_unit_003,500,tier_1,8,local,2,64,mobile_unit,0.831,high,2000
4,edge_device_004,100,tier_2,2,GDPR,1,8,edge_device,0.765,standard,500
5,hospital_005,5000,tier_1,32,GDPR,16,128,tier1_hospital,0.985,high,50000
6,clinic_006,5000,tier_2,16,local,4,64,tier2_hospital,0.94,critical,20000
7,research_center_007,10000,tier_3,256,HIPAA,16,512,research_center,0.98,critical,100000
8,mobile_unit_008,100,tier_1,8,PIPEDA,1,16,mobile_unit,0.781,critical,1000
9,edge_device_009,50,tier_2,8,GDPR,0,8,edge_device,0.757,critical,1000
