timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753383203.1686025,1,-1,training,24.989100694656372,0,0,0,
1753383228.6829193,2,-1,training,23.63893961906433,0,0,0,
1753383253.9008708,3,-1,training,23.55785322189331,0,0,0,
1753383274.44279,4,-1,training,18.674090147018433,0,0,0,
1753383281.7251725,5,-1,training,5.562717437744141,0,0,0,
1753383309.7065566,6,-1,training,26.2611026763916,0,0,0,
1753383315.6714365,7,-1,training,4.079453229904175,0,0,0,
1753383323.0593944,8,-1,training,5.616616725921631,0,0,0,
1753383330.4472947,9,-1,training,5.621241331100464,0,0,0,
1753383337.8063335,10,-1,training,5.581032752990723,0,0,0,
