activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749394864.693184,1
aggregation,,False,,,1,GossipAvg,1749394877.0362434,
aggregation,,True,,,1,GossipAvg,1749394877.0362508,
aggregation,,False,,,1,GossipAvg,1749394877.0362577,
model_update,,,,2.6472897781953306,1,,1749394877.454222,
local_training,,,{},,2,,1749394877.7859242,1
aggregation,,False,,,2,GossipAvg,1749394879.743052,
aggregation,,True,,,2,GossipAvg,1749394879.7430587,
aggregation,,False,,,2,GossipAvg,1749394879.7430656,
model_update,,,,2.756575774500784,2,,1749394880.1437023,
local_training,,,{},,3,,1749394880.477501,1
aggregation,,False,,,3,GossipAvg,1749394882.4192145,
aggregation,,True,,,3,GossipAvg,1749394882.4192226,
aggregation,,False,,,3,GossipAvg,1749394882.4192293,
model_update,,,,2.757246735786972,3,,1749394882.8220072,
