edge,weight
0-1,1169.77
0-2,5441.63
0-3,1162.63
0-4,116.08
0-5,87.87
0-6,1751.21
0-7,2353.9
0-8,80.5
0-9,584.05
1-2,118.39
1-3,874.58
1-4,547.24
1-5,1803.77
1-6,90.05
1-7,5960.48
1-8,1645.7
1-9,519.7
2-3,4984.4
2-4,453.45
2-5,98.55
2-6,1820.11
2-7,975.08
2-8,89.71
2-9,5715.13
3-4,1729.28
3-5,5328.51
3-6,500.18
3-7,5162.52
3-8,542.63
3-9,100.0
4-5,4588.31
4-6,805.64
4-7,84.53
4-8,1727.19
4-9,1126.01
5-6,876.22
5-7,869.93
5-8,5211.69
5-9,502.09
6-7,873.92
6-8,4290.56
6-9,83.62
7-8,435.09
7-9,4138.24
8-9,99.06
