node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,2010,private,mayo_clinic,tier1_hospital,1098
1,local,HIPAA_compliant,oncology,1982,private,johns_hopkins,tier2_hospital,1998
2,local,SOC2,cardiology,1989,research_grant,stanford_med,research_center,2062
3,international,SOC2,neurology,1957,mixed,mass_general,mobile_unit,3863
4,international,SOC2,pathology,1987,public,ucla_health,edge_device,699
5,national,SOC2,radiology,2012,mixed,mayo_clinic,tier1_hospital,4684
6,regional,HIPAA_compliant,oncology,1975,mixed,johns_hopkins,tier2_hospital,4944
7,national,ISO27001,cardiology,2008,private,stanford_med,research_center,4914
8,international,ISO27001,neurology,1977,mixed,mass_general,mobile_unit,4135
9,regional,SOC2,pathology,1951,public,ucla_health,edge_device,2782
