node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,4,256,tier1_hospital,0.958,critical,20000
1,clinic_001,5000,tier_2,64,GDPR,2,256,tier2_hospital,0.911,critical,20000
2,research_center_002,10000,tier_3,128,local,32,256,research_center,0.989,critical,50000
3,mobile_unit_003,100,tier_1,4,GDPR,1,16,mobile_unit,0.872,critical,2000
4,edge_device_004,100,tier_2,4,PIPEDA,0,32,edge_device,0.87,high,500
5,hospital_005,10000,tier_1,64,local,8,256,tier1_hospital,0.965,high,50000
6,clinic_006,2000,tier_2,16,GDPR,2,256,tier2_hospital,0.95,high,20000
7,research_center_007,20000,tier_3,64,local,16,512,research_center,0.994,critical,20000
8,mobile_unit_008,1000,tier_1,8,HIPAA,1,32,mobile_unit,0.876,high,1000
9,edge_device_009,100,tier_2,4,GDPR,1,32,edge_device,0.808,critical,2000
