round_num,node_0,node_1,node_2,node_3,node_4
1,3.217155694961548,3.651423931121826,3.2350118160247803,3.2379112243652344,3.6226444244384766
2,3.668771266937256,3.961867332458496,3.7041285037994385,4.12434196472168,4.033375263214111
3,4.2340216636657715,4.447019100189209,4.322652816772461,4.586040496826172,4.511026859283447
4,4.771335601806641,4.8975443840026855,4.813865661621094,4.99671745300293,4.916332721710205
5,5.203349590301514,5.323296546936035,5.205832004547119,5.33424711227417,5.316774368286133
6,5.560757637023926,5.691618919372559,5.59419584274292,5.763225555419922,5.6426682472229
7,5.8924055099487305,6.0075812339782715,5.923989772796631,6.084959506988525,5.960297107696533
8,6.200149059295654,6.2972588539123535,6.198208808898926,6.318322658538818,6.24425745010376
9,6.47096586227417,6.569552898406982,6.460374355316162,6.593794345855713,6.488425254821777
10,6.723004341125488,6.833847522735596,6.72525691986084,6.852208137512207,6.747679710388184
