node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,256,tier1_hospital,0.988,high,20000
1,clinic_001,5000,tier_2,32,HIPAA,4,128,tier2_hospital,0.93,critical,10000
2,research_center_002,10000,tier_3,256,HIPAA,32,256,research_center,1.0,high,20000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,16,mobile_unit,0.877,critical,2000
4,edge_device_004,500,tier_2,4,local,1,8,edge_device,0.767,standard,500
5,hospital_005,2000,tier_1,64,local,16,256,tier1_hospital,0.97,high,20000
6,clinic_006,5000,tier_2,32,GDPR,8,64,tier2_hospital,0.941,standard,20000
7,research_center_007,10000,tier_3,256,GDPR,8,256,research_center,0.991,standard,50000
8,mobile_unit_008,1000,tier_1,16,local,2,32,mobile_unit,0.891,critical,5000
9,edge_device_009,500,tier_2,2,PIPEDA,0,16,edge_device,0.723,critical,2000
10,hospital_010,10000,tier_1,128,HIPAA,4,128,tier1_hospital,0.978,critical,50000
11,clinic_011,2000,tier_2,16,local,8,64,tier2_hospital,0.971,standard,20000
12,research_center_012,5000,tier_3,64,local,8,1024,research_center,0.995,high,20000
13,mobile_unit_013,100,tier_1,8,GDPR,1,32,mobile_unit,0.802,standard,5000
14,edge_device_014,100,tier_2,2,HIPAA,0,8,edge_device,0.841,critical,500
15,hospital_015,10000,tier_1,64,GDPR,16,256,tier1_hospital,0.981,high,20000
16,clinic_016,1000,tier_2,32,GDPR,2,256,tier2_hospital,0.909,standard,20000
17,research_center_017,20000,tier_3,256,local,32,1024,research_center,0.981,standard,100000
18,mobile_unit_018,100,tier_1,16,GDPR,1,64,mobile_unit,0.784,high,1000
19,edge_device_019,50,tier_2,8,HIPAA,0,8,edge_device,0.7,critical,500
