node_id,latitude,longitude
0,44.043755,-92.460656
1,39.254446,-76.602516
2,37.460155,-122.107154
3,42.342823,-71.106749
4,34.066738,-118.257195
5,51.51148,-0.175436
6,48.905532,2.331429
7,35.644922,139.681567
8,1.317172,103.868153
9,-33.838829,151.22943
10,44.043169,-92.517202
11,39.324919,-76.564187
12,37.449376,-122.121554
13,42.404319,-71.099777
14,34.097024,-118.293166
15,51.464746,-0.152555
16,48.841054,2.393676
17,35.723455,139.672914
18,1.331436,103.861077
19,-33.828689,151.230363
