node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,8,256,tier1_hospital,0.97,high,20000
1,clinic_001,1000,tier_2,64,PIPEDA,8,256,tier2_hospital,0.928,critical,5000
2,research_center_002,20000,tier_3,256,GDPR,32,256,research_center,0.994,critical,20000
3,mobile_unit_003,1000,tier_1,4,local,1,16,mobile_unit,0.897,high,1000
4,edge_device_004,50,tier_2,4,GDPR,0,8,edge_device,0.754,high,500
5,hospital_005,10000,tier_1,32,local,16,512,tier1_hospital,0.962,standard,50000
6,clinic_006,2000,tier_2,32,local,2,64,tier2_hospital,0.975,critical,5000
7,research_center_007,10000,tier_3,256,GDPR,16,1024,research_center,1.0,critical,20000
8,mobile_unit_008,100,tier_1,4,GDPR,1,64,mobile_unit,0.761,standard,2000
9,edge_device_009,50,tier_2,4,HIPAA,0,8,edge_device,0.832,standard,2000
10,hospital_010,10000,tier_1,128,HIPAA,4,256,tier1_hospital,0.998,standard,20000
11,clinic_011,5000,tier_2,32,PIPEDA,4,256,tier2_hospital,0.965,critical,5000
12,research_center_012,20000,tier_3,256,PIPEDA,16,512,research_center,0.991,standard,100000
13,mobile_unit_013,500,tier_1,4,PIPEDA,2,32,mobile_unit,0.825,high,2000
14,edge_device_014,50,tier_2,2,PIPEDA,1,16,edge_device,0.873,critical,1000
