activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749440628.2797725,1
aggregation,,False,,,1,GossipAvg,1749440634.3955116,
aggregation,,True,,,1,GossipAvg,1749440634.3955202,
aggregation,,False,,,1,GossipAvg,1749440634.3955293,
model_update,,,,11.13228547386887,1,,1749440634.7904747,
local_training,,,{},,2,,1749440635.1238618,1
aggregation,,False,,,2,GossipAvg,1749440640.7619183,
aggregation,,True,,,2,GossipAvg,1749440640.7619264,
aggregation,,False,,,2,GossipAvg,1749440640.761933,
model_update,,,,10.465303596422332,2,,1749440641.1232176,
local_training,,,{},,3,,1749440641.4536602,1
aggregation,,False,,,3,GossipAvg,1749440647.9602482,
aggregation,,True,,,3,GossipAvg,1749440647.9602559,
aggregation,,False,,,3,GossipAvg,1749440647.960263,
model_update,,,,11.70533847722698,3,,1749440648.338556,
